10529	2018-1-01
9071	2015-1-01
10723	2019-1-01
10524	2018-1-01
10771	2019-1-01
10531	2018-1-01
9126	2015-1-01
10272	2017-1-01
9399	2016-1-01
10610	2018-1-01
10500	2018-1-01
10702	2019-1-01
10727	2019-1-01
10562	2018-1-01
9343	2016-1-01
10268	2017-1-01
10574	2018-1-01
10231	2017-1-01
10792	2019-1-01
10328	2017-1-01
10814	2019-1-01
10794	2019-1-01
10638	2018-1-01
10588	2018-1-01
10795	2019-1-01
10791	2019-1-01
