0	EEE029_opa_1
1	EEE029_opa_2
2	EEE029_opa_3
3	EEE029_opa_4
4	EEE029_opa_5
5	EEE029_opa_6
6	EEE029_opa_7
7	EEE029_opa_8
8	EEE029_opa_9
9	EEE029_opa_10
10	EEE029_opa_11
11	FFF044_opa_1
12	FFF044_opa_2
13	FFF044_opa_3
14	FFF044_opa_4
15	FFF044_opa_5
16	FFF044_opa_6
17	FFF044_opa_7
18	FFF044_opa_8
19	FFF044_opa_9
20	FFF044_opa_10
21	FFF044_opa_11
22	FFF038_opa_1
23	FFF038_opa_2
24	FFF038_opa_3
25	FFF038_opa_4
26	FFF038_opa_5
27	FFF038_opa_6
28	FFF038_opa_7
29	FFF038_opa_8
30	FFF038_opa_9
31	FFF038_opa_10
32	FFF038_opa_11
33	FA1090_opa_1
34	FA1090_opa_2
35	FA1090_opa_3
36	FA1090_opa_4
37	FA1090_opa_5
38	FA1090_opa_6
39	FA1090_opa_7
40	FA1090_opa_8
41	FA1090_opa_9
42	FA1090_opa_10
43	FA1090_opa_11
44	GCGS1013_opa_1
45	GCGS1013_opa_2
46	GCGS1013_opa_3
47	GCGS1013_opa_4
48	GCGS1013_opa_5
49	GCGS1013_opa_6
50	GCGS1013_opa_7
51	GCGS1013_opa_8
52	GCGS1013_opa_9
53	GCGS1013_opa_10
54	GCGS1013_opa_11
55	GCGS1095_opa_1
56	GCGS1095_opa_2
57	GCGS1095_opa_3
58	GCGS1095_opa_4
59	GCGS1095_opa_5
60	GCGS1095_opa_6
61	GCGS1095_opa_7
62	GCGS1095_opa_8
63	GCGS1095_opa_9
64	GCGS1095_opa_10
65	GCGS1095_opa_11
66	CCC013_opa_1
67	CCC013_opa_2
68	CCC013_opa_3
69	CCC013_opa_4
70	CCC013_opa_5
71	CCC013_opa_6
72	CCC013_opa_7
73	CCC013_opa_8
74	CCC013_opa_9
75	CCC013_opa_10
76	CCC013_opa_11
77	UMASS-DGI_5_opa_1
78	UMASS-DGI_5_opa_2
79	UMASS-DGI_5_opa_3
80	UMASS-DGI_5_opa_4
81	UMASS-DGI_5_opa_5
82	UMASS-DGI_5_opa_6
83	UMASS-DGI_5_opa_7
84	UMASS-DGI_5_opa_8
85	UMASS-DGI_5_opa_9
86	UMASS-DGI_5_opa_10
87	UMASS-DGI_5_opa_11
88	EEE013_opa_1
89	EEE013_opa_2
90	EEE013_opa_3
91	EEE013_opa_4
92	EEE013_opa_5
93	EEE013_opa_6
94	EEE013_opa_7
95	EEE013_opa_8
96	EEE013_opa_9
97	EEE013_opa_10
98	EEE013_opa_11
99	Ng_118_opa_1
100	Ng_118_opa_2
101	Ng_118_opa_3
102	Ng_118_opa_4
103	Ng_118_opa_5
104	Ng_118_opa_6
105	Ng_118_opa_7
106	Ng_118_opa_8
107	Ng_118_opa_9
108	Ng_118_opa_10
109	Ng_118_opa_11
110	GCGS0431_opa_1
111	GCGS0431_opa_2
112	GCGS0431_opa_3
113	GCGS0431_opa_4
114	GCGS0431_opa_5
115	GCGS0431_opa_6
116	GCGS0431_opa_7
117	GCGS0431_opa_8
118	GCGS0431_opa_9
119	GCGS0431_opa_10
120	GCGS0431_opa_11
121	AUNG1251_opa_1
122	AUNG1251_opa_2
123	AUNG1251_opa_3
124	AUNG1251_opa_4
125	AUNG1251_opa_5
126	AUNG1251_opa_6
127	AUNG1251_opa_7
128	AUNG1251_opa_8
129	AUNG1251_opa_9
130	AUNG1251_opa_10
131	AUNG1251_opa_11
132	CCC033_opa_1
133	CCC033_opa_2
134	CCC033_opa_3
135	CCC033_opa_4
136	CCC033_opa_5
137	CCC033_opa_6
138	CCC033_opa_7
139	CCC033_opa_8
140	CCC033_opa_9
141	CCC033_opa_10
142	CCC033_opa_11
143	UMASS-DGI_36_opa_1
144	UMASS-DGI_36_opa_2
145	UMASS-DGI_36_opa_3
146	UMASS-DGI_36_opa_4
147	UMASS-DGI_36_opa_5
148	UMASS-DGI_36_opa_6
149	UMASS-DGI_36_opa_7
150	UMASS-DGI_36_opa_8
151	UMASS-DGI_36_opa_9
152	UMASS-DGI_36_opa_10
153	FFF026_opa_1
154	FFF026_opa_2
155	FFF026_opa_3
156	FFF026_opa_4
157	FFF026_opa_5
158	FFF026_opa_6
159	FFF026_opa_7
160	FFF026_opa_8
161	FFF026_opa_9
162	FFF026_opa_10
163	FFF026_opa_11
164	GGG031_opa_1
165	GGG031_opa_2
166	GGG031_opa_3
167	GGG031_opa_4
168	GGG031_opa_5
169	GGG031_opa_6
170	GGG031_opa_7
171	GGG031_opa_8
172	GGG031_opa_9
173	GGG031_opa_10
174	GGG031_opa_11
175	CCC010_opa_1
176	CCC010_opa_2
177	CCC010_opa_3
178	CCC010_opa_4
179	CCC010_opa_5
180	CCC010_opa_6
181	CCC010_opa_7
182	CCC010_opa_8
183	CCC010_opa_9
184	CCC010_opa_10
185	CCC010_opa_11
186	UMASS-DGI_40_opa_1
187	UMASS-DGI_40_opa_2
188	UMASS-DGI_40_opa_3
189	UMASS-DGI_40_opa_4
190	UMASS-DGI_40_opa_5
191	UMASS-DGI_40_opa_6
192	UMASS-DGI_40_opa_7
193	UMASS-DGI_40_opa_8
194	UMASS-DGI_40_opa_9
195	UMASS-DGI_40_opa_10
196	GCGS0834_opa_1
197	GCGS0834_opa_2
198	GCGS0834_opa_3
199	GCGS0834_opa_4
200	GCGS0834_opa_5
201	GCGS0834_opa_6
202	GCGS0834_opa_7
203	GCGS0834_opa_8
204	GCGS0834_opa_9
205	GGG022_opa_1
206	GGG022_opa_2
207	GGG022_opa_3
208	GGG022_opa_4
209	GGG022_opa_5
210	GGG022_opa_6
211	GGG022_opa_7
212	GGG022_opa_8
213	GGG022_opa_9
214	GGG022_opa_10
215	GGG022_opa_11
216	GCGS0276_opa_1
217	GCGS0276_opa_2
218	GCGS0276_opa_3
219	GCGS0276_opa_4
220	GCGS0276_opa_5
221	GCGS0276_opa_6
222	GCGS0276_opa_7
223	GCGS0276_opa_8
224	GCGS0276_opa_9
225	GCGS0276_opa_10
226	GCGS0276_opa_11
227	Ng_188_opa_1
228	Ng_188_opa_2
229	Ng_188_opa_3
230	Ng_188_opa_4
231	Ng_188_opa_5
232	Ng_188_opa_6
233	Ng_188_opa_7
234	Ng_188_opa_8
235	Ng_188_opa_9
236	Ng_188_opa_10
237	Ng_188_opa_11
238	FFF004_opa_1
239	FFF004_opa_2
240	FFF004_opa_3
241	FFF004_opa_4
242	FFF004_opa_5
243	FFF004_opa_6
244	FFF004_opa_7
245	FFF004_opa_8
246	FFF004_opa_9
247	FFF004_opa_10
248	FFF004_opa_11
249	UMASS-DGI_26_opa_1
250	UMASS-DGI_26_opa_2
251	UMASS-DGI_26_opa_3
252	UMASS-DGI_26_opa_4
253	UMASS-DGI_26_opa_5
254	UMASS-DGI_26_opa_6
255	UMASS-DGI_26_opa_7
256	UMASS-DGI_26_opa_8
257	UMASS-DGI_26_opa_9
258	UMASS-DGI_26_opa_10
259	UMASS-DGI_26_opa_11
260	AUNG1065_opa_1
261	AUNG1065_opa_2
262	AUNG1065_opa_3
263	AUNG1065_opa_4
264	AUNG1065_opa_5
265	AUNG1065_opa_6
266	AUNG1065_opa_7
267	AUNG1065_opa_8
268	AUNG1065_opa_9
269	AUNG1065_opa_10
270	AUNG1065_opa_11
271	DDD038_opa_1
272	DDD038_opa_2
273	DDD038_opa_3
274	DDD038_opa_4
275	DDD038_opa_5
276	DDD038_opa_6
277	DDD038_opa_7
278	DDD038_opa_8
279	DDD038_opa_9
280	DDD038_opa_10
281	DDD038_opa_11
282	UMASS-DGI_46_opa_1
283	UMASS-DGI_46_opa_2
284	UMASS-DGI_46_opa_3
285	UMASS-DGI_46_opa_4
286	UMASS-DGI_46_opa_5
287	UMASS-DGI_46_opa_6
288	UMASS-DGI_46_opa_7
289	UMASS-DGI_46_opa_8
290	UMASS-DGI_46_opa_9
291	UMASS-DGI_46_opa_10
292	UMASS-DGI_46_opa_11
293	EEE014_opa_1
294	EEE014_opa_2
295	EEE014_opa_3
296	EEE014_opa_4
297	EEE014_opa_5
298	EEE014_opa_6
299	EEE014_opa_7
300	EEE014_opa_8
301	EEE014_opa_9
302	EEE014_opa_10
303	EEE014_opa_11
304	UMASS-DGI_54_opa_1
305	UMASS-DGI_54_opa_2
306	UMASS-DGI_54_opa_3
307	UMASS-DGI_54_opa_4
