,inflation,num_clusters,efficiency,mass_fraction,area_fraction,distance,num_nodes,percent_difference
0,1.4,3,0.3655,0.98898,0.96002,,,
1,2.0,8,0.84139,0.68253,0.28036,1276.0,2360.0,27.033898305084747
2,4.0,12,0.86173,0.60442,0.20158,352.0,2360.0,7.4576271186440675
3,6.0,14,0.85086,0.52463,0.1538,384.0,2360.0,8.135593220338983
4,8.0,21,0.84075,0.46476,0.11973,409.0,2360.0,8.665254237288135
5,10.0,24,0.83596,0.44534,0.11237,140.0,2360.0,2.9661016949152543
6,12.0,28,0.83168,0.43013,0.10648,100.0,2360.0,2.1186440677966103
7,14.0,28,0.82909,0.42157,0.10258,81.0,2360.0,1.7161016949152543
