,id,sv_cluster,hv1_cluster,hv2_cluster
796,CCC028_opa_10,1,8,9
797,CCC028_opa_11,4,4,7
798,CCC028_opa_2,2,4,5
799,CCC028_opa_3,3,15,2
800,CCC028_opa_4,1,4,5
801,CCC028_opa_5,1,4,5
802,CCC028_opa_6,1,2,3
803,CCC028_opa_7,2,4,5
804,CCC028_opa_8,1,8,9
805,CCC028_opa_9,4,10,1
806,CCC033_opa_1,4,8,9
807,CCC033_opa_10,4,8,9
808,CCC033_opa_11,1,4,6
809,CCC033_opa_2,1,4,6
810,CCC033_opa_3,2,1,5
811,CCC033_opa_4,2,17,6
812,CCC033_opa_5,2,5,1
813,CCC033_opa_6,2,7,1
814,CCC033_opa_7,1,3,4
815,CCC033_opa_8,1,17,1
816,CCC033_opa_9,1,11,3
817,CCC048_opa_1,2,2,2
818,CCC048_opa_10,1,16,3
819,CCC048_opa_11,1,2,3
820,CCC048_opa_2,1,13,6
821,CCC048_opa_3,1,16,2
822,CCC048_opa_4,2,5,1
823,CCC048_opa_5,1,2,4
824,CCC048_opa_6,1,2,3
825,CCC048_opa_7,1,8,2
826,CCC048_opa_8,1,2,3
827,CCC048_opa_9,1,8,2
828,CT213_opa_1,2,1,2
829,CT213_opa_10,2,1,2
830,CT213_opa_11,1,1,2
831,CT213_opa_2,2,1,2
832,CT213_opa_3,2,1,2
833,CT213_opa_4,1,3,4
834,CT213_opa_5,2,5,1
835,CT213_opa_6,1,1,2
836,CT213_opa_7,1,3,4
837,CT213_opa_8,2,5,1
838,CT213_opa_9,1,5,1
839,CT530_opa_1,5,1,2
840,CT530_opa_10,4,2,7
841,CT530_opa_11,2,1,5
842,CT530_opa_2,2,16,2
843,CT530_opa_3,2,1,5
844,CT530_opa_4,2,7,1
845,CT530_opa_5,2,5,1
846,CT530_opa_6,2,7,1
847,CT530_opa_7,2,3,4
848,CT530_opa_8,1,17,1
849,CT530_opa_9,1,11,3
850,CT532_opa_1,5,1,2
851,CT532_opa_10,4,2,7
852,CT532_opa_11,2,1,2
853,CT532_opa_2,2,7,1
854,CT532_opa_3,1,2,3
855,CT532_opa_4,2,7,1
856,CT532_opa_5,2,7,1
857,CT532_opa_6,2,1,2
858,CT532_opa_7,1,8,9
859,CT532_opa_8,2,1,2
860,CT532_opa_9,1,5,1
861,CT602_opa_1,5,1,2
862,CT602_opa_10,2,1,5
863,CT602_opa_11,2,7,1
864,CT602_opa_2,2,7,1
865,CT602_opa_3,2,1,5
866,CT602_opa_4,5,17,6
867,CT602_opa_5,2,5,1
868,CT602_opa_6,2,7,1
869,CT602_opa_7,1,8,9
870,CT602_opa_8,2,7,1
871,CT602_opa_9,1,8,9
872,DDD001_opa_1,1,4,9
873,DDD001_opa_10,1,6,8
874,DDD001_opa_11,3,9,6
875,DDD001_opa_2,1,4,2
876,DDD001_opa_3,5,2,3
877,DDD001_opa_4,1,17,6
878,DDD001_opa_5,1,5,1
879,DDD001_opa_6,1,20,6
880,DDD001_opa_7,2,11,3
881,DDD001_opa_8,1,2,3
882,DDD001_opa_9,2,11,3
883,DDD029_opa_1,2,5,1
884,DDD029_opa_10,3,12,1
885,DDD029_opa_11,3,9,6
886,DDD029_opa_2,2,2,3
887,DDD029_opa_3,2,2,4
888,DDD029_opa_4,3,16,2
889,DDD029_opa_5,3,7,6
890,DDD029_opa_6,1,5,1
891,DDD029_opa_7,2,2,4
892,DDD029_opa_8,5,2,1
893,DDD029_opa_9,2,7,1
894,DDD031_opa_1,5,1,2
895,DDD031_opa_10,3,9,6
896,DDD031_opa_11,2,7,1
897,DDD031_opa_2,2,7,1
898,DDD031_opa_3,2,5,1
899,DDD031_opa_4,2,17,6
900,DDD031_opa_5,2,1,5
901,DDD031_opa_6,2,7,1
902,DDD031_opa_7,1,1,2
903,DDD031_opa_8,2,5,1
904,DDD031_opa_9,1,11,3
905,DDD034_opa_1,2,5,1
906,DDD034_opa_10,3,12,1
907,DDD034_opa_11,3,9,6
908,DDD034_opa_2,2,2,3
909,DDD034_opa_3,2,2,4
910,DDD034_opa_4,3,16,2
911,DDD034_opa_5,3,7,6
912,DDD034_opa_6,5,2,1
913,DDD034_opa_7,2,2,4
914,DDD034_opa_8,1,5,1
915,DDD034_opa_9,2,7,1
916,DDD038_opa_1,2,5,1
917,DDD038_opa_10,3,12,1
918,DDD038_opa_11,3,9,6
919,DDD038_opa_2,2,2,3
920,DDD038_opa_3,2,2,4
921,DDD038_opa_4,3,16,2
922,DDD038_opa_5,3,7,6
923,DDD038_opa_6,1,5,1
924,DDD038_opa_7,2,2,4
925,DDD038_opa_8,2,7,1
926,DDD038_opa_9,2,7,1
927,DDD046_opa_1,4,2,3
928,DDD046_opa_10,2,16,2
929,DDD046_opa_11,2,4,6
930,DDD046_opa_2,2,16,2
931,DDD046_opa_3,2,4,6
932,DDD046_opa_4,4,2,3
933,DDD046_opa_5,2,13,6
934,DDD046_opa_6,2,13,6
935,DDD046_opa_7,2,3,4
936,DDD046_opa_8,2,16,2
937,DDD046_opa_9,2,3,4
938,EEE004_opa_1,4,2,1
939,EEE004_opa_10,1,1,2
940,EEE004_opa_11,1,2,7
941,EEE004_opa_2,1,2,7
942,EEE004_opa_3,1,6,8
943,EEE004_opa_4,4,2,1
944,EEE004_opa_5,1,6,8
945,EEE004_opa_6,1,8,9
946,EEE004_opa_7,2,4,6
947,EEE004_opa_8,1,2,7
948,EEE004_opa_9,2,5,1
949,EEE013_opa_1,1,8,9
950,EEE013_opa_10,1,8,9
951,EEE013_opa_11,1,2,3
952,EEE013_opa_2,1,5,1
953,EEE013_opa_3,5,1,6
954,EEE013_opa_4,3,2,1
955,EEE013_opa_5,1,2,4
956,EEE013_opa_6,1,2,3
957,EEE013_opa_7,1,8,9
958,EEE013_opa_8,1,2,3
959,EEE013_opa_9,1,11,3
960,EEE014_opa_1,5,2,3
961,EEE014_opa_10,3,2,1
962,EEE014_opa_11,3,9,6
963,EEE014_opa_2,1,4,2
964,EEE014_opa_3,1,5,1
965,EEE014_opa_4,1,13,6
966,EEE014_opa_5,5,2,3
967,EEE014_opa_6,1,20,6
968,EEE014_opa_7,2,11,3
969,EEE014_opa_8,3,2,1
970,EEE014_opa_9,3,1,6
971,EEE015_opa_1,2,5,1
972,EEE015_opa_10,1,5,6
973,EEE015_opa_11,1,19,9
974,EEE015_opa_2,2,7,3
975,EEE015_opa_3,3,5,1
976,EEE015_opa_4,2,5,4
977,EEE015_opa_5,2,19,4
978,EEE015_opa_6,1,7,3
979,EEE015_opa_7,2,7,3
980,EEE015_opa_8,1,5,6
981,EEE015_opa_9,3,5,1
982,EEE016_opa_1,1,5,1
983,EEE016_opa_10,1,5,1
984,EEE016_opa_11,3,2,3
985,EEE016_opa_2,2,4,3
986,EEE016_opa_3,4,7,1
987,EEE016_opa_4,1,4,2
988,EEE016_opa_5,1,9,5
989,EEE016_opa_6,1,1,6
990,EEE016_opa_7,2,4,2
991,EEE016_opa_8,1,5,1
992,EEE016_opa_9,3,10,1
993,EEE018_opa_1,1,4,6
994,EEE018_opa_10,1,4,6
995,EEE018_opa_11,3,2,1
996,EEE018_opa_2,1,3,4
997,EEE018_opa_3,2,3,4
998,EEE018_opa_4,2,3,4
999,EEE018_opa_5,2,3,4
1000,EEE018_opa_6,1,6,8
1001,EEE018_opa_7,2,8,9
1002,EEE018_opa_8,3,2,1
1003,EEE018_opa_9,4,8,9
1004,EEE019_opa_1,1,1,2
1005,EEE019_opa_10,1,7,3
1006,EEE019_opa_11,1,4,2
1007,EEE019_opa_2,1,1,2
1008,EEE019_opa_3,5,2,1
1009,EEE019_opa_4,5,2,1
1010,EEE019_opa_5,4,7,3
1011,EEE019_opa_6,3,4,2
1012,EEE019_opa_7,1,9,5
1013,EEE019_opa_8,5,4,2
1014,EEE019_opa_9,1,1,2
1015,EEE020_opa_1,2,3,4
1016,EEE020_opa_10,3,1,5
1017,EEE020_opa_11,4,9,6
1018,EEE020_opa_2,1,18,3
1019,EEE020_opa_3,1,2,3
1020,EEE020_opa_4,1,18,3
1021,EEE020_opa_5,1,5,1
1022,EEE020_opa_6,3,1,5
1023,EEE020_opa_7,1,8,9
1024,EEE020_opa_8,1,2,3
1025,EEE020_opa_9,3,5,1
1026,EEE021_opa_1,1,3,4
1027,EEE021_opa_10,2,3,4
1028,EEE021_opa_11,1,2,3
1029,EEE021_opa_2,1,16,1
1030,EEE021_opa_3,2,3,4
1031,EEE021_opa_4,2,3,4
1032,EEE021_opa_5,1,2,3
1033,EEE021_opa_6,1,6,8
1034,EEE021_opa_7,1,8,9
1035,EEE021_opa_8,1,1,1
1036,EEE021_opa_9,4,12,1
1037,EEE023_opa_1,2,5,1
1038,EEE023_opa_10,1,1,2
1039,EEE023_opa_11,4,12,1
1040,EEE023_opa_2,2,7,1
1041,EEE023_opa_3,2,3,4
1042,EEE023_opa_4,2,3,4
1043,EEE023_opa_5,2,3,4
1044,EEE023_opa_6,1,6,8
1045,EEE023_opa_7,1,4,6
1046,EEE023_opa_8,4,12,1
1047,EEE023_opa_9,4,12,1
1048,EEE026_opa_1,1,7,1
1049,EEE026_opa_10,2,4,5
1050,EEE026_opa_2,2,5,1
1051,EEE026_opa_3,1,7,1
1052,EEE026_opa_4,2,4,5
1053,EEE026_opa_5,1,2,4
1054,EEE026_opa_6,1,2,3
1055,EEE026_opa_7,1,1,2
1056,EEE026_opa_8,3,2,1
1057,EEE026_opa_9,2,4,6
1058,EEE029_opa_1,1,7,1
1059,EEE029_opa_10,2,4,6
1060,EEE029_opa_11,2,3,4
1061,EEE029_opa_2,2,2,4
1062,EEE029_opa_3,1,2,4
1063,EEE029_opa_4,2,3,4
1064,EEE029_opa_5,1,7,1
1065,EEE029_opa_6,2,3,4
1066,EEE029_opa_7,2,2,1
1067,EEE029_opa_8,2,1,5
1068,EEE029_opa_9,1,2,1
1069,EEE030_opa_1,1,4,6
1070,EEE030_opa_10,3,9,6
1071,EEE030_opa_11,1,9,6
1072,EEE030_opa_2,1,6,8
1073,EEE030_opa_3,2,3,4
1074,EEE030_opa_4,2,3,4
1075,EEE030_opa_5,2,3,4
1076,EEE030_opa_6,1,6,8
1077,EEE030_opa_7,2,8,9
1078,EEE030_opa_8,2,3,4
1079,EEE030_opa_9,1,12,1
1080,EEE034_opa_1,1,4,5
1081,EEE034_opa_10,1,7,1
1082,EEE034_opa_11,3,4,5
1083,EEE034_opa_2,1,13,6
1084,EEE034_opa_3,1,15,2
1085,EEE034_opa_4,3,2,1
1086,EEE034_opa_5,2,2,7
1087,EEE034_opa_6,2,7,1
1088,EEE034_opa_7,2,2,3
1089,EEE034_opa_8,2,2,1
1090,EEE034_opa_9,3,2,1
1091,EEE035_opa_1,1,11,3
1092,EEE035_opa_10,4,2,3
1093,EEE035_opa_11,1,1,2
1094,EEE035_opa_2,4,2,3
1095,EEE035_opa_3,4,3,7
1096,EEE035_opa_4,2,2,7
1097,EEE035_opa_5,4,3,7
1098,EEE035_opa_6,4,3,4
1099,EEE035_opa_7,4,3,4
1100,EEE035_opa_8,4,2,3
1101,EEE035_opa_9,4,3,4
1102,EEE037_opa_1,1,1,2
1103,EEE037_opa_10,2,2,3
1104,EEE037_opa_11,1,1,5
1105,EEE037_opa_2,2,1,2
1106,EEE037_opa_3,3,2,3
1107,EEE037_opa_4,2,1,2
1108,EEE037_opa_5,1,18,3
1109,EEE037_opa_6,2,4,5
1110,EEE037_opa_7,2,9,5
1111,EEE037_opa_8,2,4,2
1112,EEE037_opa_9,3,2,3
1113,FA1090_opa_1,1,8,6
1114,FA1090_opa_10,2,1,5
1115,FA1090_opa_11,3,5,7
1116,FA1090_opa_1_reference,1,8,6
1117,FA1090_opa_2,3,5,7
1118,FA1090_opa_3,1,11,3
1119,FA1090_opa_4,2,5,1
1120,FA1090_opa_5,1,8,1
1121,FA1090_opa_6,1,1,5
1122,FA1090_opa_7,2,3,4
1123,FA1090_opa_8,3,3,7
1124,FA1090_opa_9,1,11,3
1125,FA19_opa_1,3,2,3
1126,FA19_opa_2,2,5,1
1127,FA19_opa_3,3,2,3
1128,FA19_opa_4,3,2,3
1129,FA19_opa_5,3,1,2
1130,FA19_opa_6,1,2,3
1131,FA19_opa_7,5,1,6
1132,FA19_opa_8,3,2,3
1133,FA19_opa_9,2,15,6
1134,FA6140_opa_1,5,2,1
1135,FA6140_opa_2,3,5,2
1136,FA6140_opa_3,4,4,2
1137,FA6140_opa_4,4,2,1
1138,FA6140_opa_5,4,2,3
1139,FA6140_opa_6,5,4,9
1140,FA6140_opa_7,2,3,4
1141,FA6140_opa_8,1,11,3
1142,FA6140_opa_9,1,1,2
1143,FDAARGOS_204_opa_1,1,16,2
1144,FDAARGOS_204_opa_10,1,4,6
1145,FDAARGOS_204_opa_11,3,2,1
1146,FDAARGOS_204_opa_2,1,2,1
1147,FDAARGOS_204_opa_3,1,5,1
1148,FDAARGOS_204_opa_4,5,2,1
1149,FDAARGOS_204_opa_5,3,2,1
1150,FDAARGOS_204_opa_6,3,2,1
1151,FDAARGOS_204_opa_7,1,1,6
1152,FDAARGOS_204_opa_8,1,1,6
1153,FDAARGOS_204_opa_9,1,5,1
1154,FDAARGOS_205_opa_1,1,3,4
1155,FDAARGOS_205_opa_10,3,3,4
1156,FDAARGOS_205_opa_11,2,2,7
1157,FDAARGOS_205_opa_2,3,10,1
1158,FDAARGOS_205_opa_3,1,6,8
1159,FDAARGOS_205_opa_4,2,3,2
1160,FDAARGOS_205_opa_5,2,2,3
1161,FDAARGOS_205_opa_6,2,7,1
1162,FDAARGOS_205_opa_7,2,3,4
1163,FDAARGOS_205_opa_8,2,3,4
1164,FDAARGOS_205_opa_9,1,12,1
1165,FDAARGOS_207_opa_1,5,5,1
1166,FDAARGOS_207_opa_10,1,4,2
1167,FDAARGOS_207_opa_11,5,3,4
1168,FDAARGOS_207_opa_2,5,1,2
1169,FDAARGOS_207_opa_3,2,1,2
1170,FDAARGOS_207_opa_4,5,3,4
1171,FDAARGOS_207_opa_5,2,5,1
1172,FDAARGOS_207_opa_6,2,5,1
1173,FDAARGOS_207_opa_7,1,4,2
1174,FDAARGOS_207_opa_8,5,3,4
1175,FDAARGOS_207_opa_9,3,2,1
1176,FFF004_opa_1,2,5,1
1177,FFF004_opa_10,1,5,6
1178,FFF004_opa_11,1,19,9
1179,FFF004_opa_2,2,7,3
1180,FFF004_opa_3,2,7,3
1181,FFF004_opa_4,1,4,6
1182,FFF004_opa_5,3,5,1
1183,FFF004_opa_6,1,5,6
1184,FFF004_opa_7,1,4,2
1185,FFF004_opa_8,1,5,6
1186,FFF004_opa_9,3,5,1
1187,FFF005_opa_1,2,5,1
1188,FFF005_opa_10,2,5,6
1189,FFF005_opa_11,1,19,9
1190,FFF005_opa_2,2,7,3
1191,FFF005_opa_3,1,7,3
1192,FFF005_opa_4,2,3,4
1193,FFF005_opa_5,1,15,2
1194,FFF005_opa_6,2,5,6
1195,FFF005_opa_7,1,4,6
1196,FFF005_opa_8,2,5,6
1197,FFF005_opa_9,2,3,4
1198,FFF007_opa_1,1,10,1
1199,FFF007_opa_10,2,1,4
1200,FFF007_opa_11,2,1,4
1201,FFF007_opa_2,1,10,1
1202,FFF007_opa_3,1,6,8
1203,FFF007_opa_4,3,2,1
1204,FFF007_opa_5,1,10,1
1205,FFF007_opa_6,1,13,6
1206,FFF007_opa_7,1,1,4
1207,FFF007_opa_8,2,2,3
1208,FFF007_opa_9,2,2,3
1209,FFF012_opa_1,1,2,3
1210,FFF012_opa_10,1,1,2
1211,FFF012_opa_11,3,2,3
1212,FFF012_opa_2,1,6,8
1213,FFF012_opa_3,4,4,6
1214,FFF012_opa_4,1,2,3
1215,FFF012_opa_5,2,10,1
1216,FFF012_opa_6,3,4,6
1217,FFF012_opa_7,2,8,9
1218,FFF012_opa_8,2,1,6
1219,FFF012_opa_9,2,10,1
1220,FFF017_opa_1,1,1,2
1221,FFF017_opa_10,2,1,2
1222,FFF017_opa_11,1,1,2
1223,FFF017_opa_2,1,2,1
1224,FFF017_opa_3,4,3,7
1225,FFF017_opa_4,1,1,1
1226,FFF017_opa_5,1,1,2
1227,FFF017_opa_6,1,11,3
1228,FFF017_opa_7,1,11,3
1229,FFF017_opa_8,1,1,2
1230,FFF017_opa_9,2,5,1
1231,FFF024_opa_1,1,10,1
1232,FFF024_opa_10,1,1,6
1233,FFF024_opa_11,5,1,2
1234,FFF024_opa_2,5,1,2
1235,FFF024_opa_3,1,4,5
1236,FFF024_opa_4,2,3,4
1237,FFF024_opa_5,2,3,4
1238,FFF024_opa_6,2,1,5
1239,FFF024_opa_7,1,6,8
1240,FFF024_opa_8,2,3,4
1241,FFF024_opa_9,1,10,1
1242,FFF026_opa_1,1,14,1
1243,FFF026_opa_10,2,1,6
1244,FFF026_opa_11,1,1,6
1245,FFF026_opa_2,1,7,1
1246,FFF026_opa_3,2,10,1
1247,FFF026_opa_4,3,1,6
1248,FFF026_opa_5,1,14,1
1249,FFF026_opa_6,1,14,4
1250,FFF026_opa_7,2,9,5
1251,FFF026_opa_8,1,1,6
1252,FFF026_opa_9,4,12,1
1253,FFF038_opa_1,1,1,7
1254,FFF038_opa_10,4,1,7
1255,FFF038_opa_11,1,1,5
1256,FFF038_opa_2,1,2,7
1257,FFF038_opa_3,2,1,5
1258,FFF038_opa_4,1,6,8
1259,FFF038_opa_5,1,2,1
1260,FFF038_opa_6,1,1,5
1261,FFF038_opa_7,2,1,4
1262,FFF038_opa_8,1,1,6
1263,FFF038_opa_9,1,1,8
1264,FFF044_opa_1,5,2,1
1265,FFF044_opa_10,2,1,6
1266,FFF044_opa_11,2,2,2
1267,FFF044_opa_2,1,2,2
1268,FFF044_opa_3,1,6,8
1269,FFF044_opa_4,1,1,6
1270,FFF044_opa_5,3,5,1
1271,FFF044_opa_6,2,2,4
1272,FFF044_opa_7,3,5,1
1273,FFF044_opa_8,1,6,8
1274,FFF044_opa_9,3,5,1
1275,FFF047_opa_1,5,1,3
1276,FFF047_opa_10,3,3,4
1277,FFF047_opa_2,2,2,1
1278,FFF047_opa_3,1,1,2
1279,FFF047_opa_4,1,2,2
1280,FFF047_opa_5,5,2,3
1281,FFF047_opa_6,3,1,3
1282,FFF047_opa_7,3,3,4
1283,FFF047_opa_8,1,2,2
1284,FFF047_opa_9,1,19,9
1285,FQ01_opa_1,1,1,2
1286,FQ01_opa_10,2,3,4
1287,FQ01_opa_11,1,2,1
1288,FQ01_opa_2,1,6,8
1289,FQ01_opa_3,1,6,1
1290,FQ01_opa_4,1,6,1
1291,FQ01_opa_5,1,20,6
1292,FQ01_opa_6,1,10,1
1293,FQ01_opa_7,2,14,9
1294,FQ01_opa_8,1,2,1
1295,FQ01_opa_9,1,10,1
1296,FQ02_opa_1,2,4,5
1297,FQ02_opa_10,1,1,5
1298,FQ02_opa_11,4,2,7
1299,FQ02_opa_2,1,1,5
1300,FQ02_opa_3,3,15,2
1301,FQ02_opa_4,1,4,5
1302,FQ02_opa_5,1,4,5
1303,FQ02_opa_6,1,2,3
1304,FQ02_opa_7,2,4,5
1305,FQ02_opa_8,1,15,2
1306,FQ02_opa_9,4,10,1
1307,FQ04_opa_1,2,3,6
1308,FQ04_opa_10,1,1,5
1309,FQ04_opa_11,2,3,4
1310,FQ04_opa_2,2,3,4
1311,FQ04_opa_3,1,10,1
1312,FQ04_opa_4,2,3,4
1313,FQ04_opa_5,1,6,8
1314,FQ04_opa_6,2,4,5
1315,FQ04_opa_7,2,3,4
1316,FQ04_opa_8,1,10,1
1317,FQ04_opa_9,1,4,5
1318,FQ20_opa_1,3,14,4
1319,FQ20_opa_10,2,1,6
1320,FQ20_opa_11,2,14,9
1321,FQ20_opa_2,1,5,1
1322,FQ20_opa_3,1,15,2
1323,FQ20_opa_4,1,5,1
1324,FQ20_opa_5,3,6,8
1325,FQ20_opa_6,3,1,3
1326,FQ20_opa_7,2,14,9
1327,FQ20_opa_8,1,14,1
1328,FQ20_opa_9,2,14,9
1329,FQ35_opa_1,3,14,4
1330,FQ35_opa_10,2,1,6
1331,FQ35_opa_11,2,14,9
1332,FQ35_opa_2,1,5,1
1333,FQ35_opa_3,3,6,8
1334,FQ35_opa_4,1,5,1
1335,FQ35_opa_5,1,15,2
1336,FQ35_opa_6,3,1,3
1337,FQ35_opa_7,2,14,9
1338,FQ35_opa_8,1,14,1
1339,FQ35_opa_9,2,14,9
1340,FQ36_opa_1,1,5,1
1341,FQ36_opa_10,1,1,2
1342,FQ36_opa_11,2,2,1
1343,FQ36_opa_2,2,2,3
1344,FQ36_opa_3,1,5,1
1345,FQ36_opa_4,1,4,2
1346,FQ36_opa_5,2,18,3
1347,FQ36_opa_6,4,9,6
1348,FQ36_opa_7,1,1,2
1349,FQ36_opa_8,1,4,2
1350,FQ36_opa_9,4,12,1
1351,FQ48_opa_1,1,2,3
1352,FQ48_opa_10,1,8,9
1353,FQ48_opa_2,6,21,2
1354,FQ48_opa_3,1,7,1
1355,FQ48_opa_4,1,2,3
1356,FQ48_opa_5,2,9,5
1357,FQ48_opa_6,1,1,4
1358,FQ48_opa_7,4,12,1
1359,FQ48_opa_8,1,4,5
1360,FQ48_opa_9,1,1,4
1361,FQ82_opa_1,2,3,6
1362,FQ82_opa_10,1,1,6
1363,FQ82_opa_11,1,10,1
1364,FQ82_opa_2,1,3,4
1365,FQ82_opa_3,1,6,8
1366,FQ82_opa_4,2,3,4
1367,FQ82_opa_5,1,6,8
1368,FQ82_opa_6,1,4,5
1369,FQ82_opa_7,2,3,4
1370,FQ82_opa_8,1,10,1
1371,FQ82_opa_9,1,4,5
1372,FQ84_opa_1,2,3,6
1373,FQ84_opa_10,1,1,6
1374,FQ84_opa_11,1,4,5
1375,FQ84_opa_2,1,3,4
1376,FQ84_opa_3,1,5,1
1377,FQ84_opa_4,2,3,4
1378,FQ84_opa_5,1,6,8
1379,FQ84_opa_6,1,4,5
1380,FQ84_opa_7,2,3,4
1381,FQ84_opa_8,1,10,1
1382,FQ84_opa_9,1,4,5
1383,GCGS0245_opa_1,2,5,1
1384,GCGS0245_opa_10,3,2,1
1385,GCGS0245_opa_11,1,5,7
1386,GCGS0245_opa_2,2,19,7
1387,GCGS0245_opa_3,1,15,2
1388,GCGS0245_opa_4,2,19,7
1389,GCGS0245_opa_5,2,2,7
1390,GCGS0245_opa_6,1,5,1
1391,GCGS0245_opa_7,2,19,7
1392,GCGS0245_opa_8,2,5,1
1393,GCGS0245_opa_9,2,5,1
1394,GCGS0276_opa_1,1,1,5
1395,GCGS0276_opa_10,1,19,9
1396,GCGS0276_opa_11,4,2,7
1397,GCGS0276_opa_2,1,19,9
1398,GCGS0276_opa_3,1,4,5
1399,GCGS0276_opa_4,1,4,5
1400,GCGS0276_opa_5,1,10,1
1401,GCGS0276_opa_6,2,2,3
1402,GCGS0276_opa_7,2,4,5
1403,GCGS0276_opa_8,2,10,1
1404,GCGS0276_opa_9,2,10,1
1405,GCGS0306_opa_1,1,4,5
1406,GCGS0306_opa_10,1,2,1
1407,GCGS0306_opa_11,1,19,9
1408,GCGS0306_opa_2,2,2,7
1409,GCGS0306_opa_3,1,4,7
1410,GCGS0306_opa_4,1,11,5
1411,GCGS0306_opa_5,1,9,5
1412,GCGS0306_opa_6,1,10,1
1413,GCGS0306_opa_7,1,4,5
1414,GCGS0306_opa_8,1,2,1
1415,GCGS0306_opa_9,1,10,1
1416,GCGS0313_opa_1,3,2,1
1417,GCGS0313_opa_10,3,1,6
1418,GCGS0313_opa_11,3,2,2
1419,GCGS0313_opa_2,3,4,7
1420,GCGS0313_opa_3,3,15,2
1421,GCGS0313_opa_4,3,2,1
1422,GCGS0313_opa_5,3,2,1
1423,GCGS0313_opa_6,3,7,2
1424,GCGS0313_opa_7,3,1,3
1425,GCGS0313_opa_8,3,2,7
1426,GCGS0313_opa_9,1,1,3
1427,GCGS0339_opa_1,1,1,2
1428,GCGS0339_opa_10,3,4,5
1429,GCGS0339_opa_11,1,1,4
1430,GCGS0339_opa_2,1,10,5
1431,GCGS0339_opa_3,1,15,2
1432,GCGS0339_opa_4,4,8,9
1433,GCGS0339_opa_5,4,2,7
1434,GCGS0339_opa_6,3,4,5
1435,GCGS0339_opa_7,2,9,5
1436,GCGS0339_opa_8,3,4,5
1437,GCGS0339_opa_9,4,10,1
1438,GCGS0373_opa_1,5,7,2
1439,GCGS0373_opa_10,5,2,3
1440,GCGS0373_opa_2,5,1,6
1441,GCGS0373_opa_3,5,2,3
1442,GCGS0373_opa_4,1,2,3
1443,GCGS0373_opa_5,5,7,2
1444,GCGS0373_opa_6,2,9,5
1445,GCGS0373_opa_7,5,7,2
1446,GCGS0373_opa_8,1,10,3
1447,GCGS0373_opa_9,2,1,4
1448,GCGS0423_opa_1,3,5,1
1449,GCGS0423_opa_10,2,19,9
1450,GCGS0423_opa_11,2,5,1
1451,GCGS0423_opa_2,5,2,3
1452,GCGS0423_opa_3,2,5,1
1453,GCGS0423_opa_4,5,2,3
1454,GCGS0423_opa_5,2,5,1
1455,GCGS0423_opa_6,2,2,3
1456,GCGS0423_opa_7,3,1,2
1457,GCGS0423_opa_8,3,1,2
1458,GCGS0423_opa_9,1,5,1
1459,GCGS0431_opa_1,3,1,6
1460,GCGS0431_opa_10,1,1,2
1461,GCGS0431_opa_11,3,2,7
1462,GCGS0431_opa_2,3,1,6
1463,GCGS0431_opa_3,1,8,9
1464,GCGS0431_opa_4,2,1,6
1465,GCGS0431_opa_5,3,1,6
1466,GCGS0431_opa_6,1,7,1
1467,GCGS0431_opa_7,2,2,7
1468,GCGS0431_opa_8,3,2,7
1469,GCGS0431_opa_9,1,1,7
1470,GCGS0457_opa_1,2,1,2
1471,GCGS0457_opa_10,2,1,2
1472,GCGS0457_opa_11,1,19,2
1473,GCGS0457_opa_2,2,2,3
1474,GCGS0457_opa_3,1,18,3
1475,GCGS0457_opa_4,2,18,3
1476,GCGS0457_opa_5,2,1,4
1477,GCGS0457_opa_6,2,1,2
1478,GCGS0457_opa_7,1,2,2
1479,GCGS0457_opa_8,2,2,3
1480,GCGS0457_opa_9,1,2,2
1481,GCGS0769_opa_1,3,19,7
1482,GCGS0769_opa_10,3,19,9
1483,GCGS0769_opa_11,4,2,7
1484,GCGS0769_opa_2,3,4,6
1485,GCGS0769_opa_3,2,2,1
1486,GCGS0769_opa_4,3,2,7
1487,GCGS0769_opa_5,1,1,6
1488,GCGS0769_opa_6,2,2,3
1489,GCGS0769_opa_7,2,1,3
1490,GCGS0769_opa_8,4,4,9
1491,GCGS0769_opa_9,3,4,5
1492,GCGS0834_opa_1,5,3,4
1493,GCGS0834_opa_2,1,9,5
1494,GCGS0834_opa_3,1,4,5
1495,GCGS0834_opa_4,4,12,1
1496,GCGS0834_opa_5,5,3,4
1497,GCGS0834_opa_6,2,9,5
1498,GCGS0834_opa_7,1,8,9
1499,GCGS0834_opa_8,4,12,1
1500,GCGS0834_opa_9,1,8,9
1501,GCGS0864_opa_1,5,3,4
1502,GCGS0864_opa_10,1,2,3
1503,GCGS0864_opa_2,6,21,2
1504,GCGS0864_opa_3,1,9,5
1505,GCGS0864_opa_4,1,3,4
1506,GCGS0864_opa_5,4,12,1
1507,GCGS0864_opa_6,5,7,1
1508,GCGS0864_opa_7,2,9,5
1509,GCGS0864_opa_8,1,2,3
1510,GCGS0864_opa_9,4,12,1
1511,GCGS1013_opa_1,2,1,5
1512,GCGS1013_opa_10,2,1,4
1513,GCGS1013_opa_11,1,2,2
1514,GCGS1013_opa_2,2,1,2
1515,GCGS1013_opa_3,2,1,4
1516,GCGS1013_opa_4,2,1,2
1517,GCGS1013_opa_5,1,18,3
1518,GCGS1013_opa_6,2,7,1
1519,GCGS1013_opa_7,2,9,2
1520,GCGS1013_opa_8,2,1,2
