parameter	value
pastml_version	1.9.49
character	opaD_hv2
log_likelihood	-202.21213914182152
log_likelihood_restricted_JOINT	-239.40715528175542
log_likelihood_restricted_MAP	-242.8143336491465
log_likelihood_restricted_MPPA	-210.65372391965627
num_scenarios	308057487314917328312335545139200000000000000
num_states_per_node_avg	1.8012618296529967
num_unresolved_nodes	70
percentage_of_unresolved_nodes	22.082018927444796
method	MPPA
model	F81
num_nodes	317
num_tips	159
scaling_factor	0.013986658522150999
state_changes_per_avg_branch	0.6619633672895572
smoothing_factor	0
1	0.3075528152602118
10	0.03126793643424244
2	0.1463769680626494
3	0.1388531690901105
4	0.10072128049621984
5	0.10970643246070627
6	0.05898765379679139
7	0.06356133425252812
8	0.036570984517838086
9	0.006401425628702052
