parameter	value
pastml_version	1.9.49
character	opaA_hv2
log_likelihood	-275.1848618202023
log_likelihood_restricted_JOINT	-371.6444653497454
log_likelihood_restricted_MAP	-375.99235304125057
log_likelihood_restricted_MPPA	-282.3251517116452
num_scenarios	212726470774468639280915945954145809212505096998089057769908331742232576000
num_states_per_node_avg	2.6813880126182967
num_unresolved_nodes	95
percentage_of_unresolved_nodes	29.968454258675077
method	MPPA
model	F81
num_nodes	317
num_tips	159
scaling_factor	0.059318115751682526
state_changes_per_avg_branch	2.807419626501093
smoothing_factor	0
1	0.2693686826520273
10	0.008710584971477189
2	0.10644229154387493
3	0.19448697848041677
4	0.09706604265021587
5	0.08739970363780102
6	0.08532342526910777
7	0.0784543616797616
8	0.011670311482527795
9	0.06107761763278959
