parameter	value
pastml_version	1.9.49
character	opaB_hv1
log_likelihood	-241.65251580677403
log_likelihood_restricted_JOINT	-354.5721415822003
log_likelihood_restricted_MAP	-361.05198373189427
log_likelihood_restricted_MPPA	-263.6886213302022
num_scenarios	1598029599657238376452269397936653939515965833658274036045975507880850117885964580021873900446023680000000
num_states_per_node_avg	3.1041009463722395
num_unresolved_nodes	141
percentage_of_unresolved_nodes	44.4794952681388
method	MPPA
model	F81
num_nodes	317
num_tips	159
scaling_factor	0.04294266406493223
state_changes_per_avg_branch	2.032398979340715
smoothing_factor	0
1	0.19423157469251787
10	0.056857669393212525
12	0.050722880970405636
14	0.011942347891287506
15	0.021360067612422293
16	0.01066688669503152
17	0.021360058345573533
2	0.19820413686662697
20	0.010924326356028885
3	0.042848907181793065
4	0.1401936363639005
5	0.13350595379462263
6	0.04272497824471374
7	0.021414635588680498
8	0.043041940003182705
