node	1	10	11	12	13	14	17	2	3	4	5	7	8	9
root	0.12483421167284257	9.967719413036531e-11	9.967719413036531e-11	9.967719413036531e-11	9.967719413036531e-11	9.967719413036531e-11	9.967719413036531e-11	0.041598700655541485	0.8335670865751668	9.967719413036531e-11	9.967719413036531e-11	9.967719413036531e-11	9.967719413036531e-11	9.967719413036531e-11
n0	0.12480454404663004	9.960991517104437e-11	9.960991517104437e-11	9.960991517104437e-11	9.960991517104437e-11	9.960991517104437e-11	9.960991517104437e-11	0.041585902757535556	0.833609552100125	9.960991517104396e-11	9.960991517104396e-11	9.960991517104396e-11	9.960991517104396e-11	9.960991517104396e-11
10529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n00	0.1250921219821414	9.956447787556914e-11	9.956447787556914e-11	9.956447787556914e-11	9.956447787556914e-11	9.956447787556914e-11	9.956447787556914e-11	0.04166335937183383	0.8332445175508153	9.956447787556914e-11	9.956447787556914e-11	9.956447787556914e-11	9.956447787556914e-11	9.956447787556914e-11
n7	0.12453282274012026	9.949750604461558e-11	9.949750604461558e-11	9.949750604461558e-11	9.949750604461558e-11	9.949750604461558e-11	9.949750604461558e-11	0.04150234058709287	0.8339648355783146	9.949750604461558e-11	9.949750604461558e-11	9.949750604461558e-11	9.949750604461558e-11	9.949750604461558e-11
n1	0.1252985338827761	9.945816166343136e-11	9.945816166343136e-11	9.945816166343136e-11	9.945816166343136e-11	9.945816166343136e-11	9.945816166343136e-11	0.0417140314324573	0.8329874335907272	9.945816166343096e-11	9.945816166343096e-11	9.945816166343096e-11	9.945816166343096e-11	9.945816166343096e-11
10727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n77	0.12442403614920278	9.943975273400158e-11	9.943975273400158e-11	9.9439752734002e-11	9.943975273400158e-11	9.943975273400158e-11	9.943975273400158e-11	0.04146803395227085	0.8341079288046889	9.943975273400158e-11	9.943975273400158e-11	9.943975273400158e-11	9.943975273400158e-11	9.943975273400158e-11
9071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
