node	1	2	3	4	5	6	7	8	9
root	9.481695266517681e-11	9.481695266517681e-11	9.481695266517681e-11	0.550338404097186	0.08108967261169324	9.481695266517681e-11	0.36857192272221895	9.481695266517681e-11	9.481695266517681e-11
n0	9.415008248137417e-11	9.415008248137417e-11	9.415008248137417e-11	0.5511991016653038	0.0808360884666667	9.415008248137417e-11	0.367964809303129	9.415008248137417e-11	9.415008248137417e-11
10529	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n00	9.408780461914031e-11	9.408780461914031e-11	9.408780461914031e-11	0.5426617229882496	0.08243035708973821	9.408780461914031e-11	0.3749079193574854	9.408780461914031e-11	9.408780461914031e-11
n7	9.335870239488504e-11	9.335870239488504e-11	9.335870239488504e-11	0.5582756390279761	0.07938068834205124	9.335870239488504e-11	0.36234367206982054	9.335870239488504e-11	9.335870239488504e-11
n1	9.366750344626184e-11	9.366750344626184e-11	9.366750344626184e-11	0.5397814937996479	0.08341899799054303	9.366750344626184e-11	0.3767995076478039	9.366750344626184e-11	9.366750344626184e-11
10727	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n77	9.302097206543858e-11	9.302097206543858e-11	9.302097206543858e-11	0.5605887992807014	0.0788429440528132	9.302097206543858e-11	0.3605682561083596	9.302097206543858e-11	9.302097206543858e-11
9071	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n11	8.367988481499628e-11	8.367988481499628e-11	8.367988481499628e-11	0.5213169836899637	0.07064287564214576	8.367988481499697e-11	0.4080401401658112	8.367988481499697e-11	8.367988481499628e-11
n55	1.861883721269327e-11	1.861883721269327e-11	1.861883721269327e-11	0.41313322821702286	0.3478857068118443	1.861883721269327e-11	0.23898106485941992	1.861883721269327e-11	1.861883721269327e-11
n8	9.332104102871478e-11	9.332104102871478e-11	9.332104102871478e-11	0.5653994469118118	0.07846542833082715	9.332104102871478e-11	0.3561351241974349	9.332104102871478e-11	9.332104102871478e-11
