node	1	10	11	13	17	18	19	2	3	4	5	6	7	8
root	0.05055972039441663	2.3839708848392982e-11	2.3839708848392982e-11	2.3839708848392982e-11	2.3839708848392982e-11	2.3839708848392982e-11	2.3839708848392982e-11	0.908934963100605	2.3839708848392982e-11	2.3839708848392982e-11	2.3839708848392982e-11	0.04050531624274145	2.3839708848392982e-11	2.3839708848392982e-11
n0	0.0501619179851213	2.0989411243351967e-11	2.0989411243351967e-11	2.0989411243351967e-11	2.0989411243351967e-11	2.0989411243351967e-11	2.0989411243351967e-11	0.9086836099702096	2.0989411243351967e-11	2.0989411243351967e-11	2.0989411243351967e-11	0.041154471813785745	2.0989411243351967e-11	2.0989411243351967e-11
10529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n00	0.03947779275082239	2.122123095211041e-11	2.122123095211041e-11	2.122123095211041e-11	2.122123095211041e-11	2.122123095211041e-11	2.122123095211041e-11	0.9298425760599109	2.122123095211041e-11	2.122123095211041e-11	2.122123095211041e-11	0.030679630955832878	2.122123095211041e-11	2.122123095211041e-11
n7	0.06074973181859779	2.01297046609469e-11	2.01297046609469e-11	2.01297046609469e-11	2.01297046609469e-11	2.01297046609469e-11	2.01297046609469e-11	0.8874863957309795	2.01297046609469e-11	2.01297046609469e-11	2.01297046609469e-11	0.05176387222899611	2.01297046609469e-11	2.01297046609469e-11
n1	0.03533830358313734	2.145216337168083e-11	2.145216337168083e-11	2.145216337168083e-11	2.145216337168083e-11	2.145216337168083e-11	2.145216337168083e-11	0.9380917614048326	2.145216337168083e-11	2.145216337168083e-11	2.145216337168083e-11	0.026569934776055994	2.145216337168083e-11	2.145216337168083e-11
10727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n77	0.06759532404844697	2.023102598618592e-11	2.023102598618592e-11	2.023102598618592e-11	2.023102598618592e-11	2.023102598618592e-11	2.023102598618592e-11	0.8740201222958346	2.023102598618592e-11	2.023102598618592e-11	2.023102598618592e-11	0.058384553433176965	2.023102598618592e-11	2.023102598618592e-11
9071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n11	0.019091841182016237	1.8142757636943596e-11	1.8142757636943596e-11	1.8142757636943596e-11	1.8142757636943596e-11	1.8142757636943596e-11	1.8142757636943596e-11	0.9689354092943835	1.8142757636943596e-11	1.8142757636943596e-11	1.8142757636943596e-11	0.011972749324029652	1.8142757636943596e-11	1.8142757636943596e-11
n55	0.0007055059082285245	8.369116519379257e-13	8.369116519379257e-13	8.369116519379257e-13	8.369116519379257e-13	8.369116519379257e-13	8.369116519379257e-13	0.9989125732404267	8.369116519379257e-13	8.369116519379257e-13	8.369116519379257e-13	0.0003819208421389777	8.369116519379257e-13	8.369116519379257e-13
n8	0.1303022537553084	2.95935762004931e-11	2.95935762004931e-11	2.95935762004931e-11	2.95935762004931e-11	2.95935762004931e-11	2.95935762004931e-11	0.7537322428392252	2.95935762004931e-11	2.95935762004931e-11	2.95935762004931e-11	0.11596550307993671	2.95935762004931e-11	2.95935762004931e-11
n9	0.06326091588308022	2.103939639523289e-11	2.103939639523289e-11	2.103939639523289e-11	2.103939639523289e-11	2.103939639523289e-11	2.103939639523289e-11	0.8828636778324577	2.103939639523289e-11	2.103939639523289e-11	2.103939639523289e-11	0.05387540605302905	2.103939639523289e-11	2.103939639523289e-11
10231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n2	0.004718916394535762	5.3821542394875115e-12	5.3821542394875115e-12	5.3821542394875115e-12	5.3821542394875115e-12	5.3821542394875115e-12	5.3821542394875115e-12	0.992648128944969	5.3821542394875115e-12	5.3821542394875115e-12	5.3821542394875115e-12	0.0026329546012919163	5.3821542394875115e-12	5.3821542394875115e-12
n6	9.895968820880572e-05	1.1944904498528228e-13	1.1944904498528326e-13	1.1944904498528326e-13	1.1944904498528326e-13	1.1944904498528228e-13	1.1944904498528326e-13	0.9998482169704842	1.1944904498528326e-13	1.1944904498528228e-13	1.1944904498528326e-13	5.282333999304153e-05	1.1944904498528326e-13	1.1944904498528326e-13
10562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n88	0.9987492929663639	1.096982393576789e-13	1.096982393576789e-13	1.096982393576789e-13	1.096982393576789e-13	1.096982393576789e-13	1.096982393576789e-13	0.0011667701763498214	1.096982393576789e-13	1.096982393576789e-13	1.096982393576789e-13	8.39368560796148e-05	1.096982393576789e-13	1.096982393576789e-13
9126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n99	0.03304769800424523	2.54527381330424e-11	2.54527381330424e-11	2.54527381330424e-11	2.54527381330424e-11	2.54527381330424e-11	2.54527381330424e-11	0.9440641701014003	2.54527381330424e-11	2.54527381330424e-11	2.54527381330424e-11	0.022888131614374762	2.54527381330424e-11	2.54527381330424e-11
n1010	0.0017175405276729624	1.771509204777824e-12	1.771509204777824e-12	1.771509204777824e-12	1.771509204777824e-12	1.771509204777824e-12	1.771509204777824e-12	0.9972560178809763	1.771509204777824e-12	1.771509204777824e-12	1.771509204777824e-12	0.0010264415718643088	1.771509204777824e-12	1.771509204777824e-12
n22	0.001076897172545125	1.288756591183188e-12	1.288756591183188e-12	1.288756591183188e-12	1.288756591183188e-12	1.288756591183188e-12	1.288756591183188e-12	0.9983442316279911	1.288756591183188e-12	1.288756591183188e-12	1.288756591183188e-12	0.0005788711852873714	1.288756591183188e-12	1.288756591183188e-12
10792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n66	4.969119117746189e-05	6.375841356593357e-14	6.375841356593357e-14	6.375841356593357e-14	6.375841356593357e-14	6.375841356593357e-14	6.375841356593357e-14	0.9999251578396317	6.375841356593357e-14	6.375841356593357e-14	6.375841356593357e-14	2.5150968489507218e-05	6.375841356593357e-14	6.375841356593357e-14
9343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10272	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9399	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n10	0.0005252666404772042	5.974583059505824e-13	5.974583059505824e-13	5.974583059505824e-13	5.974583059505824e-13	5.974583059505824e-13	5.974583059505824e-13	0.9991810630183027	5.974583059505824e-13	5.974583059505824e-13	5.974583059505824e-13	0.00029367033464833796	5.974583059505824e-13	5.974583059505824e-13
10610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n1111	0.0011536245952282207	1.211287739756413e-12	1.211287739756413e-12	1.211287739756413e-12	1.2112877397564082e-12	1.2112877397564082e-12	1.2112877397564082e-12	0.9981647264322291	1.211287739756413e-12	1.211287739756413e-12	1.211287739756413e-12	0.0006816489592182712	1.211287739756413e-12	1.211287739756413e-12
10723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n3	0.00017906727433696323	2.2933667674190384e-13	2.2933667674190384e-13	2.2933667674190384e-13	2.2933667674190384e-13	2.2933667674190384e-13	2.2933667674190384e-13	0.9997301447938508	2.2933667674190384e-13	2.2933667674190384e-13	2.2933667674190384e-13	9.078792928941454e-05	2.2933667674190384e-13	2.2933667674190384e-13
n4	0.00042498735687177545	5.349785439522386e-13	5.349785439522386e-13	5.349785439522386e-13	5.349785439522386e-13	5.349785439522386e-13	5.349785439522386e-13	0.9993561562207309	5.349785439522386e-13	5.349785439522386e-13	5.349785439522386e-13	0.00021885641651244174	5.349785439522386e-13	5.349785439522386e-13
10268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n12	0.0005014462397542084	6.051104483789993e-13	6.051104483789993e-13	6.051104483789993e-13	6.051104483789993e-13	6.051104483789993e-13	6.051104483789993e-13	0.9992308307606568	6.051104483789993e-13	6.051104483789993e-13	6.051104483789993e-13	0.00026772299293282	6.051104483789993e-13	6.051104483789993e-13
10328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n33	0.00010206507306157128	1.3233062854021699e-13	1.3233062854021699e-13	1.3233062854021699e-13	1.3233062854021699e-13	1.3233062854021699e-13	1.3233062854021699e-13	0.9998467737289591	1.3233062854021699e-13	1.3233062854021699e-13	1.3233062854021699e-13	5.116119652357282e-05	1.3233062854021699e-13	1.3233062854021699e-13
n44	0.0002233266725159182	2.875565916011297e-13	2.875565916011297e-13	2.875565916011297e-13	2.875565916011297e-13	2.875565916011297e-13	2.875565916011297e-13	0.999664003843253	2.875565916011297e-13	2.875565916011297e-13	2.875565916011297e-13	0.00011266948106783273	2.875565916011297e-13	2.875565916011297e-13
n5	5.681838601103243e-05	7.369940288254332e-14	7.369940288254332e-14	7.369940288254332e-14	7.369940288254332e-14	7.369940288254332e-14	7.369940288254332e-14	0.999914712627975	7.369940288254332e-14	7.369940288254332e-14	7.369940288254332e-14	2.8468985203299522e-05	7.369940288254332e-14	7.369940288254332e-14
10531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
