node	1	2	3	4	5	6	7	8	9
root	9.849935594691552e-11	9.849935594691552e-11	0.11495642566265375	0.3467398344820523	0.1536075449992201	9.849935594691552e-11	0.03868921148071077	0.3460069829813657	9.849935594691552e-11
n0	9.825248862152419e-11	9.825248862152419e-11	0.11490970316613774	0.34694142842396636	0.15360596339622543	9.825248862152419e-11	0.03846822381055179	0.3460746808101088	9.825248862152419e-11
10529	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n00	9.811240918681185e-11	9.811240918681185e-11	0.1145826337619155	0.34800573957171155	0.15253982926560972	9.811240918681185e-11	0.038093928682007575	0.34677786832630597	9.811240918681185e-11
n7	9.794568080617596e-11	9.794568080617596e-11	0.11510240582828293	0.3466024064178376	0.15444026103785555	9.794568080617596e-11	0.03808743638786778	0.34576748993637335	9.794568080617596e-11
n1	9.781962257270274e-11	9.781962257270274e-11	0.11439306671641558	0.34820762770160124	0.15191703910923499	9.781962257270274e-11	0.037874933598521524	0.34760733248294823	9.781962257270274e-11
10727	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n77	9.779865057819844e-11	9.779865057819844e-11	0.11531401988073514	0.3456348011722008	0.1550351452076207	9.779865057819844e-11	0.03795139577387043	0.3460646375743784	9.779865057819844e-11
9071	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n11	9.153267425379831e-11	9.153267425379831e-11	0.11407153273333297	0.32831861208560625	0.145475351290643	9.153267425379831e-11	0.035235804751271214	0.3768986987730158	9.153267425379831e-11
n55	6.588772898528044e-12	6.588772898528044e-12	0.00760308187605693	0.9569143453487531	0.01013718299457593	6.588772898528044e-12	0.0025342511504014165	0.022811138603857483	6.588772898528044e-12
n8	9.777618564516993e-11	9.777618564516993e-11	0.11395350492512547	0.34546816359919535	0.15442873233596852	9.777618564516993e-11	0.03776087847859821	0.3483887202700077	9.777618564516993e-11
n9	9.785139454559238e-11	9.785139454559238e-11	0.11580863468247016	0.3448541952556812	0.15560057081769457	9.785139454559238e-11	0.03791406862658316	0.3458225302261653	9.785139454559238e-11
10231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n2	6.244554736457267e-11	6.244554736457267e-11	0.12584180093418368	0.28309608595174945	0.12521802332815984	6.244554736457267e-11	0.024020814650003167	0.44182327488612155	6.244554736457267e-11
n6	1.4415262073236853e-12	1.4415262073236853e-12	0.001663410210846741	0.9905737497966973	0.0022178361779470073	1.4415262073236853e-12	0.0005544514650161683	0.004990552343726627	1.4415262073236853e-12
10562	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n88	1.925093556965189e-11	1.925093556965189e-11	0.02221458943902911	0.6028851327306399	0.30084069369839633	1.925093556965189e-11	0.0074044746585691015	0.06665510939636188	1.925093556965189e-11
9126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n99	9.422075813283786e-11	9.422075813283786e-11	0.13397694051094206	0.3266683219943049	0.14538331913700825	9.422075813283786e-11	0.03626236237719481	0.3577090556036669	9.422075813283786e-11
n1010	3.4069562411029127e-11	3.4069562411029127e-11	0.10185252111127738	0.21666609011113278	0.5504238046344602	3.4069562411029127e-11	0.013104463624529881	0.11795312038232167	3.4069562411029127e-11
n22	3.817260724275348e-11	3.817260724275348e-11	0.14928092476649435	0.15304841772714922	0.1157395133165121	3.817260724275348e-11	0.014682801866712563	0.5672483421704413	3.817260724275348e-11
10792	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n66	6.816569106637446e-13	6.816569106637446e-13	0.0007865413314109806	0.9955428994125959	0.0010487161491359099	6.816569106637446e-13	0.00026217807039913163	0.0023596650337313193	6.816569106637446e-13
9343	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
10272	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
9399	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n10	4.470569180709875e-12	4.470569180709875e-12	0.005197445388249933	0.015475851269762426	0.006878461636116135	4.470569180709875e-12	0.0017194862252760984	0.9707287554627132	4.470569180709875e-12
10610	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n1111	2.938402671234521e-11	2.938402671234521e-11	0.10423975339596636	0.17742860414133882	0.6053002000219319	2.938402671234521e-11	0.011302151316539766	0.10172929100668722	2.938402671234521e-11
10723	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n3	1.6072176379930432e-11	1.6072176379930432e-11	0.40029030026290824	0.05806161424973019	0.03134344084530556	1.6072176379930432e-11	0.006181725827169477	0.504122918750598	1.6072176379930432e-11
n4	2.4613890627162572e-11	2.4613890627162572e-11	0.06238462363701003	0.09195524167764539	0.15169640118031	2.4613890627162572e-11	0.009467213582396812	0.6844965198241822	2.4613890627162572e-11
10268	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
10574	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
10500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
10702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
10524	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n12	2.1313943983845942e-11	2.1313943983845942e-11	0.18143045625132156	0.09840489054610665	0.6381827562056966	2.1313943983845942e-11	0.00819786674977905	0.07378403016184029	2.1313943983845942e-11
10328	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n33	5.828999004870538e-12	5.828999004870538e-12	0.0601008975175957	0.02051666608611446	0.009892872825471782	5.828999004870538e-12	0.0022419394063095464	0.9072476241411923	5.828999004870538e-12
n44	1.8226556968315523e-11	1.8226556968315523e-11	0.03387048015843774	0.06564346650490908	0.25113186855081576	1.8226556968315523e-11	0.00701033987101424	0.642343844841917	1.8226556968315523e-11
n5	1.1990090024692012e-12	1.1990090024692012e-12	0.0017125909846417886	0.00421581847166856	0.0029470090097099416	1.1990090024692012e-12	0.00046116052944677636	0.990663420999737	1.1990090024692012e-12
10531	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10771	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
10814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
10588	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
10791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
10795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
