node	1	2	3	4	5
root	0.09700656485666392	2.4316193053205597e-11	0.9029934350703874	2.4316193053205597e-11	2.4316193053205597e-11
n0	0.09750261183415855	2.1341988642815384e-11	0.9024973881018153	2.1341988642815384e-11	2.1341988642815384e-11
10529	0.0	0.0	1.0	0.0	0.0
n00	0.10675941864238868	2.2901402119422257e-11	0.8932405812889072	2.2901402119422257e-11	2.2901402119422257e-11
n7	0.09405575090948808	1.944436351330476e-11	0.905944249032179	1.944436351330476e-11	1.944436351330476e-11
n1	0.09230537144498441	2.3289968036328356e-11	0.9076946284851455	2.3289968036328356e-11	2.3289968036328256e-11
10727	1.0	0.0	0.0	0.0	0.0
n77	0.09507905560774738	1.9086588011589573e-11	0.9049209443349928	1.9086588011589573e-11	1.9086588011589573e-11
9071	0.0	0.0	1.0	0.0	0.0
n11	0.040721124899208934	1.9790968868372514e-11	0.9592788750414181	1.9790968868372514e-11	1.9790968868372514e-11
n55	0.0012683922942780081	9.127891952212632e-13	0.9987316077029836	9.127891952212632e-13	9.127891952212632e-13
n8	0.07858885804264872	2.4393267252366913e-11	0.9214111418841715	2.4393267252366913e-11	2.4393267252366913e-11
n9	0.10117121308837204	2.0505708126211657e-11	0.8988287868501109	2.0505708126211657e-11	2.0505708126211657e-11
10231	0.0	0.0	1.0	0.0	0.0
n2	0.008878771454239303	5.922571858398895e-12	0.991121228527993	5.922571858398895e-12	5.922571858398895e-12
n6	0.00017937027618075303	1.3347873492854002e-13	0.9998206297234188	1.3347873492854002e-13	1.3347873492854002e-13
10562	0.0	0.0	1.0	0.0	0.0
n88	0.0012450077555994682	9.13390197458594e-13	0.9987549922416604	9.13390197458594e-13	9.13390197458594e-13
9126	0.0	0.0	1.0	0.0	0.0
n99	0.2561322436007863	3.189549809064424e-11	0.7438677563035273	3.189549809064424e-11	3.189549809064424e-11
n1010	0.002799533164269372	1.910827016482466e-12	0.9972004668299981	1.910827016482466e-12	1.910827016482466e-12
n22	0.001973118125522212	1.4415225130966805e-12	0.9980268818701533	1.4415225130966805e-12	1.4415225130966805e-12
10792	0.0	0.0	1.0	0.0	0.0
n66	8.358550722190835e-05	7.038286311699069e-14	0.999916414492567	7.038286311699069e-14	7.038286311699069e-14
9343	0.0	0.0	1.0	0.0	0.0
10272	0.0	0.0	1.0	0.0	0.0
9399	0.0	0.0	1.0	0.0	0.0
n10	0.9985526269178613	1.239323531618576e-13	0.0014473730817668852	1.239323531618576e-13	1.239323531618576e-13
10610	0.0	0.0	1.0	0.0	0.0
n1111	0.001900176995733641	1.3210796193061356e-12	0.9980998230003032	1.3210796193061356e-12	1.3210796193061356e-12
10723	0.0	0.0	1.0	0.0	0.0
n3	0.00030249313819964984	2.5360416907861485e-13	0.9996975068610396	2.5360416907861485e-13	2.5360416907861485e-13
n4	0.0007389271873661354	5.971115570987613e-13	0.9992610728108425	5.971115570987613e-13	5.971115570987613e-13
10268	0.0	0.0	1.0	0.0	0.0
10574	0.0	0.0	1.0	0.0	0.0
10500	1.0	0.0	0.0	0.0	0.0
10702	1.0	0.0	0.0	0.0	0.0
10524	0.0	0.0	1.0	0.0	0.0
n12	0.0008287541209808213	6.643817726777906e-13	0.9991712458770261	6.643817726777906e-13	6.643817726777906e-13
10328	0.0	0.0	1.0	0.0	0.0
n33	0.00016915873354763071	1.457053739571828e-13	0.9998308412660153	1.457053739571828e-13	1.457053739571828e-13
n44	0.0003754162830752467	3.1836758959199324e-13	0.9996245837159695	3.1836758959199324e-13	3.1836758959199324e-13
n5	9.377654017212577e-05	8.085588821359046e-14	0.9999062234595854	8.085588821359046e-14	8.085588821359046e-14
10531	0.0	0.0	1.0	0.0	0.0
10771	0.0	0.0	1.0	0.0	0.0
10794	0.0	0.0	1.0	0.0	0.0
10814	0.0	0.0	1.0	0.0	0.0
10588	0.0	0.0	1.0	0.0	0.0
10638	0.0	0.0	1.0	0.0	0.0
10791	0.0	0.0	1.0	0.0	0.0
10795	0.0	0.0	1.0	0.0	0.0
