node	1	2	3	4	5	6	7	8	9
n4	4.277488181466462e-14	4.277488181466462e-14	3.3261329372663637e-05	0.0002993885197809651	4.277488181466462e-14	4.277488181466462e-14	0.9996339419106586	3.3408239973878824e-05	4.277488181466462e-14
10268	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
10574	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
10500	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10702	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10524	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n12	7.583148251333033e-13	7.583148251333033e-13	0.00060568123103385	0.956116071974513	7.583148251333033e-13	7.583148251333033e-13	0.042672068906637044	0.0006061778840245599	7.583148251333033e-13
10328	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n33	1.033858428285395e-14	1.033858428285395e-14	7.955258479686054e-06	4.842982572548723e-05	1.033858428285395e-14	1.033858428285395e-14	0.9999356586295793	7.956286163707747e-06	1.033858428285395e-14
n44	2.154601255195867e-14	2.154601255195867e-14	1.6597536353261e-05	0.00010619588868363717	2.154601255195867e-14	2.154601255195867e-14	0.9998605993092665	1.660726558887239e-05	2.154601255195867e-14
n5	6.321718941380942e-15	6.321718941380942e-15	4.864046727842348e-06	2.9515365655833155e-05	6.321718941380942e-15	6.321718941380942e-15	0.999960756053583	4.8645340016749715e-06	6.321718941380942e-15
10531	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
10771	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10794	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10814	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10588	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10638	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10791	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10795	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
