node	1	2	3	4	5	6	7	8	9
root	8.528083843799812e-12	8.528083843799812e-12	0.016434185562043895	0.8691030531600984	8.528083843799812e-12	8.528083843799812e-12	0.09397175797244356	0.020491003262773772	8.528083843799812e-12
n0	6.5923684623563525e-12	6.5923684623563525e-12	0.015395947359292613	0.875646786840578	6.5923684623563525e-12	6.5923684623563525e-12	0.0893192987610381	0.019637967006129516	6.5923684623563525e-12
10529	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n00	8.443186582942828e-12	8.443186582942828e-12	0.013515601623129793	0.8177080688472782	8.443186582942828e-12	8.443186582942828e-12	0.1523761897063569	0.016400139781019347	8.443186582942828e-12
n7	5.297307757004947e-12	5.297307757004947e-12	0.01799139478954466	0.8994964369581553	5.297307757004947e-12	5.297307757004947e-12	0.05880311246678899	0.02370905575902448	5.297307757004947e-12
n1	9.138926238346692e-12	9.138926238346692e-12	0.012827488533981933	0.807611998748812	9.138926238346692e-12	9.138926238346692e-12	0.164351082076252	0.015209430595259603	9.138926238346692e-12
10727	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n77	5.233942421141793e-12	5.233942421141793e-12	0.02046912117779509	0.8998934958113761	5.233942421141793e-12	5.233942421141793e-12	0.052412592096677736	0.027224790887981277	5.233942421141793e-12
9071	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n11	1.3053892492182785e-11	1.3053892492182785e-11	0.011972573124079068	0.6109269672044828	1.3053892492182785e-11	1.3053892492182785e-11	0.3643344800574853	0.012765979548683278	1.3053892492182785e-11
n55	1.8432393422604894e-13	1.8432393422604894e-13	0.00015137794001584314	0.9987706408273623	1.8432393422604894e-13	1.8432393422604894e-13	0.0009226630835736631	0.0001553181481264843	1.8432393422604894e-13
n8	1.052849073228117e-11	1.052849073228117e-11	0.02003170878057262	0.8436439866069234	1.052849073228117e-11	1.052849073228117e-11	0.0639216206582734	0.07240268390158794	1.052849073228117e-11
n9	5.938054561965288e-12	5.938054561965288e-12	0.025143688533827938	0.8970173479139364	5.938054561965288e-12	5.938054561965288e-12	0.05223829226683906	0.02560067125570638	5.938054561965288e-12
10231	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n2	2.4080501901408587e-12	2.4080501901408587e-12	0.001956042927168403	0.04068425125356918	2.4080501901408587e-12	2.4080501901408587e-12	0.9553610587526266	0.0019986470545957044	2.4080501901408587e-12
n6	1.1589543231577193e-14	1.1589543231577193e-14	9.375571522743603e-06	0.9999262211377242	1.1589543231577193e-14	1.1589543231577193e-14	5.483850538990272e-05	9.564785305273032e-06	1.1589543231577193e-14
10562	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n88	5.750264156572181e-14	5.750264156572181e-14	4.8427301035967654e-05	0.0005448636206948801	5.750264156572181e-14	5.750264156572181e-14	0.000229398934791728	0.99917731014319	5.750264156572181e-14
9126	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n99	1.596590866023949e-11	1.596590866023949e-11	0.17026484305532089	0.7383856014128816	1.596590866023949e-11	1.596590866023949e-11	0.07170265946688882	0.019646895985079224	1.596590866023949e-11
n1010	4.065060952989706e-13	4.065060952989706e-13	0.00040571149633839677	0.9920084472073802	4.065060952989706e-13	4.065060952989706e-13	0.007178063987555618	0.0004077773066933283	4.065060952989706e-13
n22	2.0888285551813123e-13	2.0888285551813123e-13	0.00016652493279910655	0.00263106924117075	2.0888285551813123e-13	2.0888285551813123e-13	0.9970334791190888	0.00016892670589686672	2.0888285551813123e-13
10792	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n66	6.856284841319373e-15	6.856284841319373e-15	5.292758345438006e-06	0.9999626198915939	6.856284841319373e-15	6.856284841319373e-15	2.678691156138774e-05	5.300438464915433e-06	6.856284841319373e-15
9343	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
10272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
9399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n10	4.2076198632180835e-14	4.2076198632180835e-14	0.9993273071423358	0.0004711368512068074	4.2076198632180835e-14	4.2076198632180835e-14	0.00016612097065709676	3.543503558984392e-05	4.2076198632180835e-14
10610	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n1111	2.8532229928376954e-13	2.8532229928376954e-13	0.0002772921468974692	0.9921264410228228	2.8532229928376954e-13	2.8532229928376954e-13	0.007317690671029021	0.00027857615782417864	2.8532229928376954e-13
10723	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n3	1.9060408204498216e-14	1.9060408204498216e-14	1.472466942544712e-05	0.00010588402544976073	1.9060408204498216e-14	1.9060408204498216e-14	0.9998646408270327	1.4750477996693973e-05	1.9060408204498216e-14
