node	1	10	11	13	14	15	18	2	20	3	4	5	6	7	8	9
root	0.9603168504497905	3.726246012404691e-11	3.726246012404691e-11	3.726246012404691e-11	3.726246012404691e-11	3.726246012404691e-11	3.726246012404691e-11	3.726246012404691e-11	3.726246012404691e-11	3.726246012404691e-11	3.726246012404691e-11	3.726246012404691e-11	0.039683149028534974	3.726246012404691e-11	3.726246012404691e-11	3.726246012404691e-11
n0	0.9598453039338231	3.414025053501424e-11	3.414025053501424e-11	3.414025053501424e-11	3.414025053501424e-11	3.414025053501424e-11	3.414025053501424e-11	3.414025053501424e-11	3.414025053501424e-11	3.414025053501424e-11	3.414025053501424e-11	3.414025053501424e-11	0.040154695588213454	3.414025053501424e-11	3.414025053501424e-11	3.414025053501424e-11
10529	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n00	0.945701519420397	3.596569082460721e-11	3.596569082460721e-11	3.596569082460721e-11	3.596569082460721e-11	3.596569082460721e-11	3.596569082460721e-11	3.596569082460721e-11	3.596569082460721e-11	3.596569082460721e-11	3.596569082460721e-11	3.596569082460721e-11	0.054298480076083386	3.596569082460721e-11	3.596569082460721e-11	3.596569082460721e-11
n7	0.9686124585668929	3.155846770923139e-11	3.155846770923152e-11	3.155846770923139e-11	3.155846770923152e-11	3.155846770923139e-11	3.155846770923152e-11	3.155846770923139e-11	3.155846770923152e-11	3.155846770923139e-11	3.155846770923152e-11	3.155846770923139e-11	0.031387540991288564	3.155846770923139e-11	3.155846770923152e-11	3.155846770923139e-11
n1	0.9529552564519629	3.622139738164002e-11	3.622139738164002e-11	3.622139738164002e-11	3.622139738164002e-11	3.622139738164002e-11	3.622139738164002e-11	3.622139738164002e-11	3.622139738164002e-11	3.622139738164002e-11	3.622139738164002e-11	3.622139738164002e-11	0.047044743040937295	3.622139738164002e-11	3.622139738164002e-11	3.622139738164002e-11
10727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
n77	0.9714592923926383	3.0849514479400446e-11	3.084951447940057e-11	3.0849514479400446e-11	3.084951447940057e-11	3.0849514479400446e-11	3.084951447940057e-11	3.0849514479400446e-11	3.084951447940057e-11	3.0849514479400446e-11	3.084951447940057e-11	3.0849514479400446e-11	0.02854070717546857	3.0849514479400446e-11	3.084951447940057e-11	3.084951447940057e-11
9071	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n11	0.9792454466628752	3.0165354241264904e-11	3.0165354241264904e-11	3.0165354241264904e-11	3.0165354241264904e-11	3.0165354241264904e-11	3.0165354241264904e-11	3.0165354241264904e-11	3.0165354241264904e-11	3.0165354241264904e-11	3.0165354241264904e-11	3.0165354241264904e-11	0.020754552914810022	3.0165354241264904e-11	3.0165354241264904e-11	3.0165354241264904e-11
n55	0.9992878998207146	1.5492625688352635e-12	1.5492625688352635e-12	1.5492625688352635e-12	1.5492625688352635e-12	1.5492625688352635e-12	1.5492625688352635e-12	1.5492625688352635e-12	1.5492625688352635e-12	1.5492625688352635e-12	1.5492625688352635e-12	1.5492625688352635e-12	0.0007121001575956735	1.5492625688352635e-12	1.5492625688352635e-12	1.5492625688352635e-12
n8	0.9745836217858229	3.6570960191240094e-11	3.6570960191240094e-11	3.6570960191240094e-11	3.6570960191240094e-11	3.6570960191240094e-11	3.6570960191240094e-11	3.6570960191240094e-11	3.6570960191240094e-11	3.6570960191240094e-11	3.6570960191240094e-11	3.6570960191240094e-11	0.0254163777021836	3.6570960191240094e-11	3.6570960191240094e-11	3.6570960191240094e-11
n9	0.9725875761406396	3.2012052673778795e-11	3.2012052673778924e-11	3.2012052673778795e-11	3.2012052673778924e-11	3.2012052673778795e-11	3.2012052673778924e-11	3.2012052673778795e-11	3.2012052673778924e-11	3.2012052673778795e-11	3.2012052673778924e-11	3.2012052673778795e-11	0.027412423411191576	3.2012052673778795e-11	3.2012052673778924e-11	3.2012052673778924e-11
10231	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
