node	1	2	3	4	5	6	7	8	9
root	9.999999994587511e-11	9.999999994587511e-11	0.11999999993913386	0.1599999999529091	0.35999999987688686	9.999999994587511e-11	0.23999999988042642	0.11999999995064373	9.999999994587511e-11
n0	9.999999993383185e-11	9.999999993383185e-11	0.11999999992826302	0.15999999996828104	0.3599999998930133	9.999999993383185e-11	0.23999999986057735	0.11999999994986522	9.999999993383185e-11
10529	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n00	9.999999987569766e-11	9.999999987569766e-11	0.11999999993319387	0.15999999987413613	0.3599999997979429	9.999999987569766e-11	0.23999999989587656	0.12000000009885042	9.999999987569766e-11
n7	9.999999984603628e-11	9.999999984603628e-11	0.1199999998164913	0.16000000017199986	0.3600000001126893	9.999999984603628e-11	0.2399999996415181	0.11999999985730148	9.999999984603628e-11
n1	9.999999966288297e-11	9.999999966288297e-11	0.11999999989866318	0.15999999970787698	0.3599999996552566	9.999999966288297e-11	0.239999999831641	0.12000000050656238	9.999999966288297e-11
10727	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n77	9.99999997800073e-11	9.99999997800073e-11	0.11999999973657721	0.1599999998871256	0.3600000006635079	9.99999997800073e-11	0.2399999994910941	0.1199999998216952	9.99999997800073e-11
9071	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n11	9.999970025926832e-11	9.999970025926832e-11	0.12000006985486768	0.16000000661589028	0.35999974522834377	9.999970025926832e-11	0.240000537589317	0.11999964031158245	9.999970025926832e-11
n55	7.572545386864904e-11	7.572545386864904e-11	0.10534264251958561	0.12116072618983852	0.3480704253174516	7.572545386864904e-11	0.1817410892847571	0.24368511638546528	7.572545386864904e-11
n8	9.999999750558958e-11	9.999999750558958e-11	0.11999999700673897	0.1599999960222598	0.3600000155450454	9.999999750558958e-11	0.2399999940144763	0.11999999701147937	9.999999750558958e-11
n9	9.999999983252813e-11	9.999999983252813e-11	0.11999999979931654	0.1599999999432159	0.3600000002543686	9.999999983252813e-11	0.23999999963438975	0.11999999996870926	9.999999983252813e-11
10231	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n2	9.979302119901592e-11	9.979302119901592e-11	0.12017265955492407	0.16014540296772053	0.3600628411632161	9.979302119901592e-11	0.23986747047614798	0.11975162543881918	9.979302119901592e-11
n6	5.907384015650047e-11	5.907384015650047e-11	0.09760264904616836	0.09451814425040078	0.31313301263478616	5.907384015650047e-11	0.14177721637560065	0.3529689774567486	5.907384015650047e-11
10562	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n88	5.513141370843704e-11	5.513141370843704e-11	0.0661576964501245	0.0882102619334993	0.6471589520454775	5.513141370843704e-11	0.13231539290024846	0.0661576964501245	5.513141370843704e-11
9126	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n99	9.999986842742623e-11	9.999986842742623e-11	0.11999984211291155	0.1599997894839056	0.3599995263388305	9.999986842742623e-11	0.23999999476006253	0.12000084690429028	9.999986842742623e-11
n1010	9.76224080551984e-11	9.76224080551984e-11	0.11714688966623817	0.16444778449896022	0.3633656125529709	9.76224080551984e-11	0.23429377933247633	0.12074593355886491	9.76224080551984e-11
