node	1	10	11	13	14	15	16	19	2	3	4	5	6	7	8	9
n55	0.001805039495661111	1.0466659039367717e-12	1.0466659039367717e-12	1.0466659039367717e-12	1.0466659039367717e-12	1.0466659039367717e-12	1.0466659039367717e-12	1.0466659039367717e-12	0.0008466827925118554	0.9964847654116133	1.0466659039367717e-12	1.0466659039367717e-12	0.0008635122876536091	1.0466659039367717e-12	1.0466659039367717e-12	1.0466659039367717e-12
n8	0.25275117956114834	3.962145189360452e-11	3.962145189360452e-11	3.962145189360452e-11	3.962145189360452e-11	3.962145189360452e-11	3.962145189360452e-11	3.962145189360452e-11	0.059500616680180564	0.554841483120853	3.962145189360452e-11	3.962145189360452e-11	0.1329067201623607	3.962145189360452e-11	3.962145189360452e-11	3.962145189360452e-11
n9	0.20283194114605438	3.422042533065231e-11	3.422042533065231e-11	3.422042533065231e-11	3.422042533065231e-11	3.422042533065231e-11	3.422042533065231e-11	3.422042533065231e-11	0.07427481739459654	0.6430257951499269	3.422042533065231e-11	3.422042533065231e-11	0.07986744589877703	3.422042533065231e-11	3.422042533065231e-11	3.422042533065231e-11
10231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n2	0.03449695789944663	8.258719858615955e-12	8.258719858615955e-12	8.258719858615955e-12	8.258719858615955e-12	8.258719858615955e-12	8.258719858615955e-12	8.258719858615955e-12	0.0068532035388947235	0.9515940005880221	8.258719858615955e-12	8.258719858615955e-12	0.00705583787453194	8.258719858615955e-12	8.258719858615955e-12	8.258719858615955e-12
n6	0.00023925233163325874	1.4162802971097019e-13	1.4162802971097019e-13	1.4162802971097019e-13	1.4162802971097019e-13	1.4162802971097019e-13	1.4162802971097019e-13	1.4162802971097019e-13	0.00011350222149338471	0.9995318974408892	1.4162802971097019e-13	1.4162802971097019e-13	0.00011534800428451626	1.4162802971097019e-13	1.4162802971097019e-13	1.4162802971097019e-13
10562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n88	0.0003259791314626705	1.6017168348131655e-13	1.6017168348131655e-13	1.6017168348131655e-13	1.6017168348131655e-13	1.6017168348131655e-13	1.6017168348131655e-13	1.6017168348131655e-13	0.0001352482405694608	0.001225255168794705	1.6017168348131655e-13	1.6017168348131655e-13	0.998313517457251	1.6017168348131655e-13	1.6017168348131655e-13	1.6017168348131655e-13
9126	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n99	0.10932497151090508	4.197299767656599e-11	4.197299767656599e-11	4.197299767656599e-11	4.197299767656599e-11	4.197299767656599e-11	4.197299767656599e-11	4.197299767656599e-11	0.22966955685146612	0.6127638659748198	4.197299767656599e-11	4.197299767656599e-11	0.04824160515913305	4.197299767656599e-11	4.197299767656599e-11	4.197299767656599e-11
n1010	0.004524907873878767	2.3242332912501606e-12	2.3242332912501606e-12	2.3242332912501606e-12	2.3242332912501606e-12	2.3242332912501606e-12	2.3242332912501606e-12	2.3242332912501606e-12	0.0020909228773780993	0.9912579011432631	2.3242332912501606e-12	2.3242332912501606e-12	0.0021262680775893114	2.3242332912501606e-12	2.3242332912501606e-12	2.3242332912501606e-12
n22	0.03437011119773726	2.8837060966155592e-12	2.8837060966155592e-12	2.8837060966155592e-12	2.8837060966155592e-12	2.8837060966155592e-12	2.8837060966155592e-12	2.8837060966155592e-12	0.0023282317789765933	0.9609288776275113	2.8837060966155592e-12	2.8837060966155592e-12	0.002372779361170382	2.8837060966155592e-12	2.8837060966155592e-12	2.8837060966155592e-12
10792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n66	0.00011033898698942662	7.050282572846095e-14	7.050282572846095e-14	7.050282572846095e-14	7.050282572846095e-14	7.050282572846095e-14	7.050282572846095e-14	7.050282572846095e-14	5.463254933087184e-05	0.9997802340762545	7.050282572846095e-14	7.050282572846095e-14	5.479438657907391e-05	7.050282572846095e-14	7.050282572846095e-14	7.050282572846095e-14
9343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
9399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
n10	0.0002038321128725868	1.1652886406209657e-13	1.1652886406209657e-13	1.1652886406209657e-13	1.1652886406209657e-13	1.1652886406209657e-13	1.1652886406209657e-13	1.1652886406209657e-13	0.9987142415848664	0.000983533667557074	1.1652886406209657e-13	1.1652886406209657e-13	9.839263330546637e-05	1.1652886406209657e-13	1.1652886406209657e-13	1.1652886406209657e-13
10610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n1111	0.0030118552175029127	1.5738961164823435e-12	1.5738961164823435e-12	1.5738961164823435e-12	1.5738961164823435e-12	1.5738961164823435e-12	1.5738961164823435e-12	1.5738961164823435e-12	0.0013992178772096202	0.9941677207066907	1.5738961164823435e-12	1.5738961164823435e-12	0.0014212061797099196	1.5738961164823435e-12	1.5738961164823435e-12	1.5738961164823435e-12
10723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n3	0.001372975919493701	3.261135400266416e-13	3.261135400266416e-13	3.261135400266416e-13	3.261135400266416e-13	3.261135400266416e-13	3.261135400266416e-13	3.261135400266416e-13	0.0002540581744954699	0.9981176111044722	3.261135400266416e-13	3.261135400266416e-13	0.00025535479762535683	3.261135400266416e-13	3.261135400266416e-13	3.261135400266416e-13
n4	0.07425623164770644	2.6859767909217227e-12	2.6859767909217227e-12	2.6859767909217227e-12	2.6859767909217227e-12	2.6859767909217227e-12	2.6859767909217227e-12	2.6859767909217227e-12	0.002106736778115612	0.921513851788187	2.6859767909217227e-12	2.6859767909217227e-12	0.0021231797537591755	2.6859767909217227e-12	2.6859767909217227e-12	2.6859767909217227e-12
10268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n12	0.0012059966807743822	7.23292668471542e-13	7.23292668471542e-13	7.23292668471542e-13	7.23292668471542e-13	7.23292668471542e-13	7.23292668471542e-13	7.23292668471542e-13	0.0005861484259920775	0.9976182344133279	7.23292668471542e-13	7.23292668471542e-13	0.0005896204712261013	7.23292668471542e-13	7.23292668471542e-13	7.23292668471542e-13
10328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n33	0.0003232910080446916	1.542504552748229e-13	1.542504552748229e-13	1.542504552748229e-13	1.542504552748229e-13	1.542504552748229e-13	1.542504552748229e-13	1.542504552748229e-13	0.00011897015430366434	0.9994386407211959	1.542504552748229e-13	1.542504552748229e-13	0.00011909811460475485	1.542504552748229e-13	1.542504552748229e-13	1.542504552748229e-13
n44	0.011982622735264778	7.890156640931215e-13	7.890156640931215e-13	7.890156640931215e-13	7.890156640931215e-13	7.890156640931215e-13	7.890156640931215e-13	7.890156640931215e-13	0.000613170082258301	0.9867885119861265	7.890156640931215e-13	7.890156640931215e-13	0.0006156951868821794	7.890156640931215e-13	7.890156640931215e-13	7.890156640931215e-13
n5	0.9973880826111492	8.388062636202357e-14	8.388062636202357e-14	8.388062636202357e-14	8.388062636202357e-14	8.388062636202357e-14	8.388062636202357e-14	8.388062636202357e-14	6.460908224646642e-05	0.0024826645870523823	8.388062636202357e-14	8.388062636202357e-14	6.464371854549517e-05	8.388062636202357e-14	8.388062636202357e-14	8.388062636202357e-14
10531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10791	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10795	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
