node	1	2	3	4	5
root	1.1256199888654319e-10	0.0014731265542022112	0.9985268731081118	1.1256199888520803e-10	1.1256199888990046e-10
n0	1.3010724247284673e-11	0.0004876727222551463	0.9995123272387127	1.3010724247130344e-11	1.3010724247672781e-11
10529	0.0	0.0	1.0	0.0	0.0
n00	4.243132557105896e-11	0.002324192990675345	0.9976758068820305	4.243132557055566e-11	4.243132557232469e-11
n7	3.713644937146424e-12	0.0001993038245972877	0.9998006961642617	3.713644937102374e-12	3.713644937257202e-12
n1	3.096486297626846e-11	0.001218130179041371	0.9987818697280642	3.096486297590117e-11	3.096486297719214e-11
10727	0.0	1.0	0.0	0.0	0.0
n77	3.6132787636100516e-12	0.0003061242315792722	0.999693875757581	3.6132787635671925e-12	3.6132787637178355e-12
9071	0.0	0.0	1.0	0.0	0.0
n11	3.7914179056104595e-11	0.00045693466327498375	0.9995430652229825	3.791417905565486e-11	3.7914179057235415e-11
n55	1.879385399234203e-12	1.9464813067662712e-05	0.9999805351812942	1.8793853992119104e-12	1.879385399290273e-12
n8	4.4408975768931576e-11	0.0005650761031604184	0.9994349237636128	4.440897576840481e-11	4.440897577025611e-11
n9	4.687686903048609e-11	0.003436077585950813	0.9965639222734186	4.687686902993005e-11	4.687686903188442e-11
10231	0.0	0.0	1.0	0.0	0.0
n2	7.593665291316666e-12	7.763036646133957e-05	0.9999223696107578	7.593665291226592e-12	7.593665291543182e-12
n6	6.111548500243313e-14	6.211848341891004e-07	0.9999993788149824	6.11154850017082e-14	6.111548500425594e-14
10562	0.0	0.0	1.0	0.0	0.0
n88	1.954072588890047e-12	1.9647514369573156e-05	0.9999803524797681	1.9540725888668686e-12	1.954072588948337e-12
9126	0.0	0.0	1.0	0.0	0.0
n99	8.199068222841038e-11	0.0011771855807148244	0.9988228141733132	8.199068222743782e-11	8.199068223085616e-11
n1010	1.4093557986347593e-11	0.9989894362564685	0.0010105637012508063	1.409355798618042e-11	1.4093557986767946e-11
n22	8.741771182795019e-13	8.7771768741983e-06	0.9999912228205032	8.741771182691329e-13	8.741771183055751e-13
10792	0.0	0.0	1.0	0.0	0.0
n66	8.54409891616076e-14	8.545406942975149e-07	0.9999991454590494	8.544098916059414e-14	8.544098916415629e-14
9343	0.0	0.0	1.0	0.0	0.0
10272	0.0	0.0	1.0	0.0	0.0
9399	0.0	0.0	1.0	0.0	0.0
n10	1.1062693172269593e-12	1.139928286330313e-05	0.999988600713818	1.106269317213837e-12	1.106269317259959e-12
10610	0.0	0.0	1.0	0.0	0.0
n1111	2.6015433491645574e-12	0.9998255324335	0.00017446755869523914	2.601543349133699e-12	2.601543349242161e-12
10723	0.0	1.0	0.0	0.0	0.0
n3	2.9716749170863553e-13	2.97181980552919e-06	0.999997028179303	2.9716749170511067e-13	2.9716749171750006e-13
n4	5.159566702733434e-13	5.16036791996268e-06	0.9999948396305323	5.159566702672234e-13	5.159566702887365e-13
10268	0.0	0.0	1.0	0.0	0.0
10574	0.0	0.0	1.0	0.0	0.0
10500	0.0	0.0	1.0	0.0	0.0
10702	0.0	0.0	1.0	0.0	0.0
10524	0.0	1.0	0.0	0.0	0.0
n12	8.041538440779113e-13	0.999987845804346	1.2154193241447064e-05	8.041538440683728e-13	8.041538441018992e-13
10328	0.0	0.0	1.0	0.0	0.0
n33	1.83246364669257e-13	1.832465848313076e-06	0.9999981675336018	1.8324636466708337e-13	1.832463646747232e-13
n44	3.5791179325779973e-13	3.5791384690467726e-06	0.9999964208604573	3.5791179325355437e-13	3.579117932684763e-13
n5	1.1569104565947774e-13	1.1569115050804304e-06	0.9999988430881479	1.1569104565810547e-13	1.1569104566292878e-13
10531	0.0	1.0	0.0	0.0	0.0
10771	0.0	1.0	0.0	0.0	0.0
10794	0.0	0.0	1.0	0.0	0.0
10814	0.0	0.0	1.0	0.0	0.0
10588	0.0	0.0	1.0	0.0	0.0
10638	0.0	0.0	1.0	0.0	0.0
10791	0.0	0.0	1.0	0.0	0.0
10795	0.0	0.0	1.0	0.0	0.0
