node	1	10	11	13	14	15	16	2	20	3	4	5	6	7	8	9
root	0.05325420535105623	4.8274861099135024e-11	4.8274861099135024e-11	4.8274861099135024e-11	4.8274861099135024e-11	4.8274861099135024e-11	4.8274861099135024e-11	0.9467457939730957	4.8274861099135024e-11	4.8274861099135024e-11	4.8274861099135024e-11	4.8274861099135024e-11	4.8274861099135024e-11	4.8274861099135024e-11	4.8274861099135024e-11	4.8274861099135024e-11
n0	0.05464880124961237	4.529541944901431e-11	4.529541944901431e-11	4.529541944901431e-11	4.529541944901431e-11	4.529541944901431e-11	4.529541944901431e-11	0.9453511981162517	4.529541944901431e-11	4.529541944901431e-11	4.529541944901431e-11	4.529541944901431e-11	4.529541944901431e-11	4.529541944901431e-11	4.529541944901431e-11	4.529541944901431e-11
10529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n00	0.04353145051428825	4.5995502392369735e-11	4.5995502392369735e-11	4.5995502392369735e-11	4.5995502392369735e-11	4.5995502392369735e-11	4.5995502392369735e-11	0.9564685488417748	4.5995502392369735e-11	4.5995502392369735e-11	4.5995502392369735e-11	4.5995502392369735e-11	4.5995502392369735e-11	4.5995502392369735e-11	4.5995502392369735e-11	4.5995502392369735e-11
n7	0.06541380498579169	4.338886995297252e-11	4.338886995297252e-11	4.338886995297252e-11	4.338886995297252e-11	4.338886995297252e-11	4.338886995297252e-11	0.934586194406764	4.338886995297252e-11	4.338886995297252e-11	4.338886995297252e-11	4.338886995297252e-11	4.338886995297252e-11	4.338886995297252e-11	4.338886995297252e-11	4.338886995297252e-11
n1	0.03880880153588392	4.606554870445447e-11	4.606554870445447e-11	4.606554870445447e-11	4.606554870445447e-11	4.606554870445447e-11	4.606554870445447e-11	0.9611911978191984	4.606554870445447e-11	4.606554870445447e-11	4.606554870445447e-11	4.606554870445447e-11	4.606554870445447e-11	4.606554870445447e-11	4.606554870445447e-11	4.606554870445447e-11
10727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n77	0.05882132752818498	4.258204583247955e-11	4.258204583247955e-11	4.258204583247955e-11	4.258204583247955e-11	4.258204583247955e-11	4.258204583247955e-11	0.9411786718756664	4.258204583247955e-11	4.258204583247955e-11	4.258204583247955e-11	4.258204583247955e-11	4.258204583247955e-11	4.258204583247955e-11	4.258204583247955e-11	4.258204583247955e-11
9071	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n11	0.020284623678350107	3.787827377640834e-11	3.787827377640834e-11	3.787827377640834e-11	3.787827377640834e-11	3.787827377640834e-11	3.787827377640834e-11	0.9797153757913541	3.787827377640834e-11	3.787827377640834e-11	3.787827377640834e-11	3.787827377640834e-11	3.787827377640834e-11	3.787827377640834e-11	3.787827377640834e-11	3.7878273776408494e-11
n55	0.000861980665642582	2.054608265502988e-12	2.054608265502988e-12	2.054608265502988e-12	2.054608265502988e-12	2.054608265502988e-12	2.054608265502988e-12	0.9991380193055928	2.054608265502988e-12	2.054608265502988e-12	2.054608265502988e-12	2.054608265502988e-12	2.054608265502988e-12	2.054608265502988e-12	2.054608265502988e-12	2.054608265502988e-12
