node	1	2	3	4	5	6	7	8	9
root	9.999991950389738e-11	9.999991950389738e-11	9.999991950389738e-11	9.999991950389738e-11	0.9230769535389274	9.999991950389738e-11	0.03846152468158029	0.038461521179492995	9.999991950389738e-11
n0	9.999988034620314e-11	9.999988034620314e-11	9.999988034620314e-11	9.999988034620314e-11	0.9230769678510343	9.999988034620314e-11	0.03846151842262084	0.038461513126345555	9.999988034620314e-11
10529	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n00	9.9999772513345e-11	9.9999772513345e-11	9.9999772513345e-11	9.9999772513345e-11	0.9230768753891322	9.9999772513345e-11	0.03846157460723954	0.0384615494036296	9.9999772513345e-11
n7	9.999974363768374e-11	9.999974363768374e-11	9.999974363768374e-11	9.999974363768374e-11	0.9230771055189779	9.999974363768374e-11	0.03846144774400658	0.03846144613701701	9.999974363768374e-11
n1	9.999951392236987e-11	9.999951392236947e-11	9.999951392236987e-11	9.999951392236947e-11	0.9230769634628798	9.999951392236947e-11	0.03846164262066754	0.03846139331645556	9.999951392236987e-11
10727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n77	9.99996565896066e-11	9.99996565896066e-11	9.99996565896066e-11	9.99996565896066e-11	0.9230771781840592	9.99996565896066e-11	0.03846141108773436	0.03846141012820847	9.99996565896066e-11
9071	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n11	9.99595982465807e-11	9.99595982465807e-11	9.99595982465807e-11	9.99595982465807e-11	0.9230653366856788	9.99595982465807e-11	0.03848866310379767	0.03844599961076591	9.99595982465807e-11
n55	4.945549288149389e-11	4.945549288149389e-11	4.945549288149389e-11	4.945549288149389e-11	0.9619573128706989	4.945549288149389e-11	0.019021343416527402	0.019021343416040833	4.945549288149389e-11
n8	9.999869753397181e-11	9.999869753397181e-11	9.999869753397181e-11	9.999869753397181e-11	0.9230779231060187	9.999869753397181e-11	0.03846103821893919	0.03846103807504997	9.999869753397181e-11
n9	9.999968425230913e-11	9.999968425230913e-11	9.999968425230913e-11	9.999968425230913e-11	0.9230771600161244	9.999968425230913e-11	0.038461419995163934	0.03846141938871357	9.999968425230913e-11
10231	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n2	9.724308779626472e-11	9.724308779626472e-11	9.724308779626472e-11	9.724308779626472e-11	0.9212578921894439	9.724308779626472e-11	0.041340919610145674	0.037401187616952075	9.724308779626472e-11
n6	3.1398062497620776e-11	3.1398062497620776e-11	3.1398062497620776e-11	3.1398062497620776e-11	0.9758476440439429	3.1398062497620776e-11	0.012076177883934962	0.012076177883734027	3.1398062497620776e-11
10562	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n88	3.854603331276456e-11	3.854603331276456e-11	3.854603331276456e-11	3.854603331276456e-11	0.9703492049127467	3.854603331276456e-11	0.014825397427988787	0.014825397427988302	3.854603331276456e-11
9126	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n99	9.997196377456522e-11	9.997196377456522e-11	9.997196377456522e-11	9.997196377456522e-11	0.9230984887905749	9.997196377456522e-11	0.03845075530557833	0.03845075530401513	9.997196377456522e-11
n1010	8.719808311715517e-11	8.719808311715517e-11	8.719808311715517e-11	8.719808311715517e-11	0.93292455092512	8.719808311715517e-11	0.03353772427584755	0.03353772427584378	8.719808311715517e-11
n22	8.859409649413904e-11	8.859409649413904e-11	8.859409649413904e-11	8.859409649413904e-11	0.9135715136862811	8.859409649413904e-11	0.0523538332838187	0.03407465249833566	8.859409649413904e-11
10792	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n66	2.355705421609635e-11	2.355705421609635e-11	2.355705421609635e-11	2.355705421609635e-11	0.9818791889231315	2.355705421609635e-11	0.009060405467788397	0.009060405467737849	2.355705421609635e-11
9343	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10272	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
