node	1	2	3	4	5	6	7	8	9
9399	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n10	3.177991894150374e-11	3.177991894150374e-11	3.177991894150374e-11	3.177991894150374e-11	0.975553908315855	3.177991894150374e-11	0.012223045746732802	0.012223045746732678	3.177991894150374e-11
10610	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n1111	8.501754387190692e-11	8.501754387190657e-11	8.501754387190692e-11	8.501754387190657e-11	0.9346018888191713	8.501754387190657e-11	0.03269905533536324	0.0326990553353603	8.501754387190657e-11
10723	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n3	4.42178606070768e-11	4.42178606070768e-11	4.42178606070768e-11	4.42178606070768e-11	0.9650596204968702	4.42178606070768e-11	0.017933509773532395	0.017006869464290208	4.42178606070768e-11
n4	7.875431602841193e-11	7.875431602841193e-11	7.875431602841193e-11	7.875431602841193e-11	0.8740694480474064	7.875431602841193e-11	0.09564042993053194	0.030290121549535875	7.875431602841193e-11
10268	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10574	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10500	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10702	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10524	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n12	6.777467428086293e-11	6.777467428086293e-11	6.777467428086293e-11	6.777467428086293e-11	0.9478656347619138	6.777467428086293e-11	0.02606718241571943	0.026067182415718843	6.777467428086293e-11
10328	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
n33	3.604261709138374e-11	3.604261709138374e-11	3.604261709138374e-11	3.604261709138374e-11	0.9720626056322691	3.604261709138374e-11	0.014074849116320638	0.013862545035154501	3.604261709138374e-11
n44	6.09734061148235e-11	6.09734061148235e-11	6.09734061148235e-11	6.09734061148235e-11	0.771803397630806	6.09734061148235e-11	0.2047452919591497	0.023451310044203828	6.09734061148235e-11
n5	1.6367732305105572e-11	1.6367732305105572e-11	1.6367732305105572e-11	1.6367732305105572e-11	0.9864288861431976	1.6367732305105572e-11	0.007275832102783921	0.006295281655812047	1.6367732305105572e-11
10531	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10771	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10794	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10814	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10588	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
10638	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10791	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
10795	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
