node	1	15	16	19	2	3	4	5	7	8	9
n1111	0.9229102729811625	9.995493762302483e-11	9.995493762302483e-11	9.995493762302483e-11	9.995493762302483e-11	0.07708972611924311	9.995493762302483e-11	9.995493762302483e-11	9.995493762302483e-11	9.995493762302483e-11	9.995493762302483e-11
10723	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n3	0.9294576488776058	9.17050553861637e-11	9.17050553861637e-11	9.17050553861637e-11	9.17050553861637e-11	0.0705423502970487	9.17050553861637e-11	9.17050553861637e-11	9.17050553861637e-11	9.17050553861637e-11	9.17050553861637e-11
n4	0.9232143612400661	9.982132922000493e-11	9.982132922000493e-11	9.982132922000493e-11	9.982132922000533e-11	0.07678563786154222	9.982132922000493e-11	9.982132922000493e-11	9.982132922000493e-11	9.982132922000493e-11	9.982132922000533e-11
10268	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10574	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10500	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10702	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10524	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n12	0.9136478106232134	9.876783963156116e-11	9.876783963156116e-11	9.876783963156116e-11	9.876783963156116e-11	0.08635218848787624	9.876783963156116e-11	9.876783963156116e-11	9.876783963156116e-11	9.876783963156116e-11	9.876783963156116e-11
10328	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n33	0.9294919190477163	9.166050416554105e-11	9.166050416554105e-11	9.166050416554105e-11	9.166050416554105e-11	0.07050808012733924	9.166050416554105e-11	9.166050416554105e-11	9.166050416554105e-11	9.166050416554105e-11	9.166050416554105e-11
n44	0.925075888782465	9.740134344319992e-11	9.740134344319992e-11	9.740134344319992e-11	9.740134344319992e-11	0.07492411034092299	9.740134344319992e-11	9.740134344319992e-11	9.740134344319992e-11	9.740134344319992e-11	9.740134344319992e-11
n5	0.9520689306620125	6.231038941035232e-11	6.231038941035232e-11	6.231038941035232e-11	6.231038941035232e-11	0.04793106877719407	6.231038941035232e-11	6.231038941035232e-11	6.231038941035232e-11	6.231038941035232e-11	6.231038941035232e-11
10531	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
10771	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10794	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10814	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10588	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10638	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10791	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10795	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
