node	1	2	3	4	5
root	0.41432322428739543	0.036086398278878315	0.5495903772545404	8.959292419375184e-11	8.959292419375184e-11
n0	0.41392168927810036	0.035851956517884274	0.5502263540271093	8.845301866342342e-11	8.845301866342342e-11
10529	0.0	0.0	1.0	0.0	0.0
n00	0.4264914418507453	0.03516259228936886	0.5383459656829924	8.844676405119688e-11	8.844676405119688e-11
n7	0.4050385552841279	0.03617651517339916	0.5587849293679249	8.727399002006534e-11	8.727399002006534e-11
n1	0.4306149525017495	0.03469957987760179	0.5346854674447932	8.792771790456158e-11	8.792771790456158e-11
10727	1.0	0.0	0.0	0.0	0.0
n77	0.39765581450391024	0.03642070002959611	0.5659234852929365	8.67785798787157e-11	8.67785798787157e-11
9071	1.0	0.0	0.0	0.0	0.0
n11	0.410851229439045	0.029617190367281193	0.5595315800405811	7.654630586069635e-11	7.654630586069635e-11
n55	0.9792886321784228	0.001377227763804803	0.01933414005061584	3.5783107324097352e-12	3.5783107324097352e-12
n8	0.3887067899608072	0.03548992334683603	0.5758032865167707	8.779303039187479e-11	8.779303039187479e-11
n9	0.39516050545192694	0.03701299712848291	0.5678264972453585	8.711584888841697e-11	8.711584888841697e-11
10231	0.0	0.0	1.0	0.0	0.0
n2	0.4769047369826954	0.01592053902794435	0.5071747239067015	4.132940351498279e-11	4.132940351498279e-11
n6	0.996302678791831	0.0002459832931533919	0.00345133791373722	6.392017253406514e-13	6.392017253406514e-13
10562	1.0	0.0	0.0	0.0	0.0
n88	0.017277894835776506	0.0015709576008111157	0.9811511475552575	4.077461725188543e-12	4.077461725188543e-12
9126	0.0	0.0	1.0	0.0	0.0
n99	0.3502170022976882	0.0320107730949949	0.6177722244437548	8.17810799935042e-11	8.17810799935042e-11
n1010	0.08755767303390974	0.12001365232772311	0.7924286745970694	2.064882906659398e-11	2.064882906659398e-11
n22	0.5971478143532531	0.007990547486829687	0.3948616381184042	2.075646772728776e-11	2.075646772728776e-11
10792	0.0	0.0	1.0	0.0	0.0
n66	0.9982895060280448	0.00011397711104423011	0.0015965168603183806	2.9630125015252543e-13	2.9630125015252543e-13
9343	1.0	0.0	0.0	0.0	0.0
10272	0.0	0.0	1.0	0.0	0.0
9399	0.0	0.0	1.0	0.0	0.0
n10	0.012760816408487781	0.0011606145027840144	0.9860785690827021	3.0130753437733196e-12	3.0130753437733196e-12
10610	0.0	0.0	1.0	0.0	0.0
n1111	0.07072875376282847	0.08850335535337295	0.8407678908504314	1.6683558099366757e-11	1.6683558099366757e-11
10723	0.0	1.0	0.0	0.0	0.0
n3	0.5279719040518421	0.00344114381434128	0.46858695211592744	8.944476831403008e-12	8.944476831403008e-12
n4	0.7113499525072093	0.004767155900529995	0.2838828915674833	1.2388653345063008e-11	1.2388653345063008e-11
10268	1.0	0.0	0.0	0.0	0.0
10574	1.0	0.0	0.0	0.0	0.0
10500	0.0	0.0	1.0	0.0	0.0
10702	0.0	0.0	1.0	0.0	0.0
10524	0.0	0.0	1.0	0.0	0.0
n12	0.030608832746846407	0.020075841642148165	0.9493153255965502	7.227620027578823e-12	7.227620027578823e-12
10328	0.0	0.0	1.0	0.0	0.0
n33	0.9307954674862837	0.001170129849048473	0.06803440265858365	3.0420308102273784e-12	3.0420308102273784e-12
n44	0.6680560538747248	0.003685308941522742	0.32825863716459364	9.57944633051526e-12	9.57944633051526e-12
n5	0.9944454577037114	0.00023278866508776375	0.0053217536299904975	6.051939891943142e-13	6.051939891943142e-13
10531	0.0	0.0	1.0	0.0	0.0
10771	0.0	0.0	1.0	0.0	0.0
10794	1.0	0.0	0.0	0.0	0.0
10814	1.0	0.0	0.0	0.0	0.0
10588	0.0	0.0	1.0	0.0	0.0
10638	1.0	0.0	0.0	0.0	0.0
10791	1.0	0.0	0.0	0.0	0.0
10795	1.0	0.0	0.0	0.0	0.0
