node	1	10	11	12	13	14	16	17	19	2	20	3	4	5	6	7	8	9
root	0.31999999955191344	9.999999985989639e-11	9.999999985989639e-11	9.999999985989639e-11	9.999999985989639e-11	9.999999985989639e-11	9.999999985989639e-11	9.999999985989639e-11	9.999999985989639e-11	0.19999999971986315	9.999999985989639e-11	0.39999999944020903	9.999999985989639e-11	9.999999985989639e-11	0.07999999988801433	9.999999985989639e-11	9.999999985989639e-11	9.999999985989639e-11
n0	0.31999999955180036	9.999999985978171e-11	9.999999985978171e-11	9.999999985978171e-11	9.999999985978171e-11	9.999999985978171e-11	9.999999985978171e-11	9.999999985978171e-11	9.999999985978171e-11	0.19999999971971397	9.999999985978171e-11	0.3999999994404538	9.999999985978171e-11	9.999999985978171e-11	0.07999999988803187	9.999999985978171e-11	9.999999985978171e-11	9.999999985978171e-11
10529	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n00	0.31999999955163694	9.999999985905208e-11	9.999999985905208e-11	9.999999985905208e-11	9.999999985905208e-11	9.999999985905208e-11	9.999999985905208e-11	9.999999985905208e-11	9.999999985905208e-11	0.19999999972025234	9.999999985905208e-11	0.39999999943748293	9.999999985905208e-11	9.999999985905208e-11	0.07999999989062774	9.999999985905208e-11	9.999999985905208e-11	9.999999985905208e-11
n7	0.31999999955039016	9.999999985855734e-11	9.999999985855734e-11	9.999999985855734e-11	9.999999985855734e-11	9.999999985855734e-11	9.999999985855734e-11	9.999999985855734e-11	9.999999985855734e-11	0.19999999971735194	9.999999985855734e-11	0.39999999944530407	9.999999985855734e-11	9.999999985855734e-11	0.07999999988695389	9.999999985855734e-11	9.999999985855734e-11	9.999999985855734e-11
n1	0.3199999995505665	9.999999985560573e-11	9.999999985560573e-11	9.999999985560573e-11	9.999999985560573e-11	9.999999985560573e-11	9.999999985560573e-11	9.999999985560573e-11	9.999999985560573e-11	0.19999999972143373	9.999999985560573e-11	0.3999999994273902	9.999999985560573e-11	9.999999985560573e-11	0.07999999990060955	9.999999985560573e-11	9.999999985560573e-11	9.999999985560573e-11
10727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n77	0.3199999995516215	9.999999985748807e-11	9.999999985748807e-11	9.999999985748807e-11	9.999999985748807e-11	9.999999985748807e-11	9.999999985748807e-11	9.999999985748807e-11	9.999999985748807e-11	0.1999999997155537	9.999999985748807e-11	0.3999999994466061	9.999999985748807e-11	9.999999985748807e-11	0.07999999988621855	9.999999985748807e-11	9.999999985748807e-11	9.999999985748807e-11
9071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n11	0.3199999967844181	9.999998207990755e-11	9.999998207990755e-11	9.999998207990755e-11	9.999998207990755e-11	9.999998207990755e-11	9.999998207990755e-11	9.999998207990755e-11	9.999998207990755e-11	0.20000004416891395	9.999998207990755e-11	0.3999999719827412	9.999998207990755e-11	9.999998207990755e-11	0.07999998566392705	9.999998207990755e-11	9.999998207990755e-11	9.999998207990755e-11
n55	0.3121588277274091	8.311460637722736e-11	8.311460637722736e-11	8.311460637722736e-11	8.311460637722736e-11	8.311460637722736e-11	8.311460637722736e-11	8.311460637722736e-11	8.311460637722736e-11	0.17477061359745488	8.311460637722736e-11	0.3324584255089068	8.311460637722736e-11	8.311460637722736e-11	0.1806121320026248	8.311460637722736e-11	8.311460637722736e-11	8.311460637722736e-11
n8	0.3199999995592621	9.999999979450434e-11	9.999999979450434e-11	9.999999979450434e-11	9.999999979450434e-11	9.999999979450434e-11	9.999999979450434e-11	9.999999979450434e-11	9.999999979450434e-11	0.1999999995890267	9.999999979450434e-11	0.3999999996161005	9.999999979450434e-11	9.999999979450434e-11	0.0799999998356107	9.999999979450434e-11	9.999999979450434e-11	9.999999979450434e-11
n9	0.3199999995519602	9.999999985846552e-11	9.999999985846552e-11	9.999999985846552e-11	9.999999985846552e-11	9.999999985846552e-11	9.999999985846552e-11	9.999999985846552e-11	9.999999985846552e-11	0.199999999718253	9.999999985846552e-11	0.3999999994425039	9.999999985846552e-11	9.999999985846552e-11	0.0799999998872829	9.999999985846552e-11	9.999999985846552e-11	9.999999985846552e-11
10231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n2	0.32005838623934413	9.9953581994052e-11	9.9953581994052e-11	9.9953581994052e-11	9.9953581994052e-11	9.9953581994052e-11	9.9953581994052e-11	9.9953581994052e-11	9.9953581994052e-11	0.19999750295118118	9.9953581994052e-11	0.39998124381488315	9.9953581994052e-11	9.9953581994052e-11	0.07996286559524131	9.9953581994052e-11	9.9953581994052e-11	9.9953581994052e-11
n6	0.2873048702718208	6.756836675756767e-11	6.756836675756767e-11	6.756836675756767e-11	6.756836675756767e-11	6.756836675756767e-11	6.756836675756767e-11	6.756836675756767e-11	6.756836675756767e-11	0.1527700969532411	6.756836675756767e-11	0.2702734670302696	6.756836675756767e-11	6.756836675756767e-11	0.28965156479871135	6.756836675756767e-11	6.756836675756767e-11	6.756836675756767e-11
10562	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n88	0.5579855066797135	6.500213123680298e-11	6.500213123680298e-11	6.500213123680298e-11	6.500213123680298e-11	6.500213123680298e-11	6.500213123680298e-11	6.500213123680298e-11	6.500213123680298e-11	0.13000426247360491	6.500213123680298e-11	0.2600085249472099	6.500213123680298e-11	6.500213123680298e-11	0.05200170498944198	6.500213123680298e-11	6.500213123680298e-11	6.500213123680298e-11
9126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n99	0.31999997142234027	9.999999106948126e-11	9.999999106948126e-11	9.999999106948126e-11	9.999999106948126e-11	9.999999106948126e-11	9.999999106948126e-11	9.999999106948126e-11	9.999999106948126e-11	0.20000005120498915	9.999999106948126e-11	0.3999999831170856	9.999999106948126e-11	9.999999106948126e-11	0.07999999285558504	9.999999106948126e-11	9.999999106948126e-11	9.999999106948126e-11
n1010	0.32163590906339956	9.909448301566153e-11	9.909448301566153e-11	9.909448301566153e-11	9.909448301566153e-11	9.909448301566153e-11	9.909448301566153e-11	9.909448301566153e-11	9.909448301566153e-11	0.19818896603132308	9.909448301566153e-11	0.39969595526750684	9.909448301566153e-11	9.909448301566153e-11	0.08047916825044774	9.909448301566153e-11	9.909448301566153e-11	9.909448301566153e-11
n22	0.32109551225544625	9.928657054160258e-11	9.928657054160258e-11	9.928657054160258e-11	9.928657054160258e-11	9.928657054160258e-11	9.928657054160258e-11	9.928657054160258e-11	9.928657054160258e-11	0.20004812285646648	9.928657054160258e-11	0.3994271070647936	9.928657054160258e-11	9.928657054160258e-11	0.07942925643328176	9.928657054160258e-11	9.928657054160258e-11	9.928657054160258e-11
10792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
n66	0.46904230992866613	5.981359756220455e-11	5.981359756220455e-11	5.981359756220455e-11	5.981359756220455e-11	5.981359756220455e-11	5.981359756220455e-11	5.981359756220455e-11	5.981359756220455e-11	0.195171290133056	5.981359756220455e-11	0.23925439024881723	5.981359756220455e-11	5.981359756220455e-11	0.09653200885207028	5.981359756220455e-11	5.981359756220455e-11	5.981359756220455e-11
9343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
10272	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9399	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n10	0.1995442439744998	6.235757624203141e-11	6.235757624203141e-11	6.235757624203141e-11	6.235757624203141e-11	6.235757624203141e-11	6.235757624203141e-11	6.235757624203141e-11	6.235757624203141e-11	0.4204670539385942	6.235757624203141e-11	0.330102640220275	6.235757624203141e-11	6.235757624203141e-11	0.049886060993624935	6.235757624203141e-11	6.235757624203141e-11	6.235757624203141e-11
10610	0.319999999551998	9.999999986000012e-11	9.999999986000012e-11	9.999999986000012e-11	9.999999986000012e-11	9.999999986000012e-11	9.999999986000012e-11	9.999999986000012e-11	9.999999986000012e-11	0.19999999972000354	9.999999986000012e-11	0.3999999994399989	9.999999986000012e-11	9.999999986000012e-11	0.07999999988799948	9.999999986000012e-11	9.999999986000012e-11	9.999999986000012e-11
n1111	0.32280818440555115	9.873147314700693e-11	9.873147314700693e-11	9.873147314700693e-11	9.873147314700693e-11	9.873147314700693e-11	9.873147314700693e-11	9.873147314700693e-11	9.873147314700693e-11	0.19746294629401226	9.873147314700693e-11	0.3999520549802602	9.873147314700693e-11	9.873147314700693e-11	0.07977681293793568	9.873147314700693e-11	9.873147314700693e-11	9.873147314700693e-11
10723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
n3	0.4430918385143591	7.64726791998477e-11	7.64726791998477e-11	7.64726791998477e-11	7.64726791998477e-11	7.64726791998477e-11	7.64726791998477e-11	7.64726791998477e-11	7.64726791998477e-11	0.171387181835796	7.64726791998477e-11	0.32434283521934953	7.64726791998477e-11	7.64726791998477e-11	0.06117814335987768	7.64726791998477e-11	7.64726791998477e-11	7.64726791998477e-11
n4	0.3107810470336785	9.70098043096748e-11	9.70098043096748e-11	9.70098043096748e-11	9.70098043096748e-11	9.70098043096748e-11	9.70098043096748e-11	9.70098043096748e-11	9.70098043096748e-11	0.2049986722062714	9.70098043096748e-11	0.4066124359541735	9.70098043096748e-11	9.70098043096748e-11	0.07760784344773923	9.70098043096748e-11	9.70098043096748e-11	9.70098043096748e-11
10268	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10524	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n12	0.31521628251070183	9.216396731265481e-11	9.216396731265481e-11	9.216396731265481e-11	9.216396731265481e-11	9.216396731265481e-11	9.216396731265481e-11	9.216396731265481e-11	9.216396731265481e-11	0.18432793462530964	9.216396731265481e-11	0.426660574774605	9.216396731265481e-11	9.216396731265481e-11	0.07379520679908794	9.216396731265481e-11	9.216396731265481e-11	9.216396731265481e-11
10328	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n33	0.26622893721772284	7.372233687465863e-11	7.372233687465863e-11	7.372233687465863e-11	7.372233687465863e-11	7.372233687465863e-11	7.372233687465863e-11	7.372233687465863e-11	7.372233687465863e-11	0.2636735908029097	7.372233687465863e-11	0.41111960144752824	7.372233687465863e-11	7.372233687465863e-11	0.05897786949972644	7.372233687465863e-11	7.372233687465863e-11	7.372233687465863e-11
n44	0.278798173059307	8.710758517449096e-11	8.710758517449096e-11	8.710758517449096e-11	8.710758517449096e-11	8.710758517449096e-11	8.710758517449096e-11	8.710758517449096e-11	8.710758517449096e-11	0.23797726454292115	8.710758517449096e-11	0.4135384930386731	8.710758517449096e-11	8.710758517449096e-11	0.06968606813959251	8.710758517449096e-11	8.710758517449025e-11	8.710758517449025e-11
n5	0.10122433703228542	3.163222023185823e-11	3.163222023185823e-11	3.163222023185823e-11	3.163222023185823e-11	3.163222023185823e-11	3.163222023185823e-11	3.163222023185823e-11	3.163222023185823e-11	0.06330313199722667	3.163222023185823e-11	0.8101667543421502	3.163222023185823e-11	3.163222023185823e-11	0.02530577618548659	3.163222023185823e-11	3.163222023185823e-11	3.163222023185823e-11
10531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10771	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
10795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
