node	1	10	11	13	14	15	16	17	18	19	2	20	3	4	5	6	7	8
root	0.11312668515956328	9.531844054693503e-11	9.531844054693503e-11	9.531844054693503e-11	9.531844054693503e-11	9.531844054693503e-11	9.531844054693503e-11	9.531844054693503e-11	9.531844054693503e-11	9.531844054693503e-11	0.11411704175600768	9.531844054693503e-11	0.2755271473487826	9.531844054693503e-11	9.531844054693503e-11	0.49722912440118827	9.531844054693503e-11	9.531844054693503e-11
n0	0.11288251219771242	9.470213159081064e-11	9.470213159081064e-11	9.470213159081064e-11	9.470213159081064e-11	9.470213159081064e-11	9.470213159081064e-11	9.470213159081064e-11	9.470213159081064e-11	9.470213159081064e-11	0.1140199645292898	9.470213159081064e-11	0.27667511981860105	9.470213159081064e-11	9.470213159081064e-11	0.49642240212856686	9.470213159081064e-11	9.470213159081064e-11
10529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n00	0.11531138677347544	9.459576567287612e-11	9.459576567287612e-11	9.459576567287612e-11	9.459576567287612e-11	9.459576567287612e-11	9.459576567287612e-11	9.459576567287612e-11	9.459576567287612e-11	9.459576567287612e-11	0.11725262520864264	9.459576567287612e-11	0.2715871423837282	9.459576567287612e-11	9.459576567287612e-11	0.4958488443098129	9.459576567287612e-11	9.459576567287612e-11
n7	0.11083282353290205	9.398589643130265e-11	9.398589643130265e-11	9.398589643130265e-11	9.398589643130265e-11	9.398589643130265e-11	9.398589643130265e-11	9.398589643130265e-11	9.398589643130265e-11	9.398589643130265e-11	0.11158493315397698	9.398589643130265e-11	0.2824262332128784	9.398589643130265e-11	9.398589643130265e-11	0.49515600878444005	9.398589643130265e-11	9.398589643130265e-11
n1	0.11690414347108662	9.416485929347562e-11	9.416485929347562e-11	9.416485929347562e-11	9.416485929347562e-11	9.416485929347562e-11	9.416485929347562e-11	9.416485929347562e-11	9.416485929347562e-11	9.416485929347562e-11	0.11950374330069463	9.416485929347562e-11	0.2672194602194966	9.416485929347562e-11	9.416485929347562e-11	0.49637265169041417	9.416485929347562e-11	9.416485929347562e-11
10727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n77	0.11008680586128441	9.367910795549087e-11	9.367910795549087e-11	9.367910795549087e-11	9.367910795549087e-11	9.367910795549087e-11	9.367910795549087e-11	9.367910795549087e-11	9.367910795549087e-11	9.367910795549087e-11	0.1107154210116443	9.367910795549087e-11	0.2833061701602288	9.367910795549087e-11	9.367910795549087e-11	0.49589160165533497	9.367910795549087e-11	9.367910795549087e-11
9071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n11	0.14303368901237742	8.51192539905509e-11	8.51192539905509e-11	8.51192539905509e-11	8.51192539905509e-11	8.51192539905509e-11	8.51192539905509e-11	8.51192539905509e-11	8.51192539905509e-11	8.51192539905509e-11	0.1571522651518676	8.51192539905509e-11	0.24459721675225782	8.51192539905509e-11	8.51192539905509e-11	0.45521682789182755	8.51192539905509e-11	8.51192539905509e-11
n55	0.006634704962270888	5.743531635860166e-12	5.743531635860166e-12	5.743531635860166e-12	5.743531635860166e-12	5.743531635860166e-12	5.743531635860166e-12	5.743531635860166e-12	5.743531635860166e-12	5.743531635860166e-12	0.006637084271666354	5.743531635860166e-12	0.015475892261037983	5.743531635860166e-12	5.743531635860166e-12	0.9712523184246152	5.743531635860166e-12	5.743531635860166e-12
n8	0.10943397313575029	9.394164061898207e-11	9.394164061898207e-11	9.394164061898207e-11	9.394164061898207e-11	9.394164061898207e-11	9.394164061898207e-11	9.394164061898207e-11	9.394164061898207e-11	9.394164061898207e-11	0.10976151395546957	9.394164061898207e-11	0.2829863111414454	9.394164061898207e-11	9.394164061898207e-11	0.4978182004521519	9.394164061898207e-11	9.394164061898207e-11
n9	0.110003032905825	9.385810949722977e-11	9.385810949722977e-11	9.385810949722977e-11	9.385810949722977e-11	9.385810949722977e-11	9.385810949722977e-11	9.385810949722977e-11	9.385810949722977e-11	9.385810949722977e-11	0.11054019590742717	9.385810949722977e-11	0.2830049336702782	9.385810949722977e-11	9.385810949722977e-11	0.49645183620245614	9.385810949722977e-11	9.385810949722977e-11
10231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n2	0.27346030534545684	5.3377972966747256e-11	5.3377972966747256e-11	5.3377972966747256e-11	5.3377972966747256e-11	5.3377972966747256e-11	5.3377972966747256e-11	5.3377972966747256e-11	5.3377972966747256e-11	5.3377972966747256e-11	0.12837293079386242	5.3377972966747256e-11	0.20775033842863044	5.3377972966747256e-11	5.3377972966747256e-11	0.39041642468475857	5.3377972966747256e-11	5.3377972966747256e-11
n6	0.0015653209530223254	1.3553896123009107e-12	1.3553896123009107e-12	1.3553896123009107e-12	1.3553896123009107e-12	1.3553896123009107e-12	1.3553896123009107e-12	1.3553896123009107e-12	1.3553896123009107e-12	1.3553896123009107e-12	0.0015657650764812514	1.3553896123009107e-12	0.003651466203880038	1.3553896123009107e-12	1.3553896123009107e-12	0.9932174477476409	1.3553896123009107e-12	1.3553896123009107e-12
10562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n88	0.006135210067700932	5.31617646330427e-12	5.31617646330427e-12	5.31617646330427e-12	5.31617646330427e-12	5.31617646330427e-12	5.31617646330427e-12	5.31617646330427e-12	5.31617646330427e-12	5.31617646330427e-12	0.0061355755768978965	5.31617646330427e-12	0.014346334590880853	5.31617646330427e-12	5.31617646330427e-12	0.9733828796900938	5.31617646330427e-12	5.31617646330427e-12
9126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
n99	0.10305966946677696	8.913454560717792e-11	8.913454560717792e-11	8.913454560717792e-11	8.913454560717866e-11	8.913454560717866e-11	8.913454560717866e-11	8.913454560717792e-11	8.913454560717792e-11	8.913454560717792e-11	0.10312648882381027	8.913454560717792e-11	0.28995422209393795	8.913454560717866e-11	8.913454560717866e-11	0.5038596183675911	8.913454560717792e-11	8.913454560717792e-11
n1010	0.03292174413193347	2.8523974028884538e-11	2.8523974028884538e-11	2.8523974028884538e-11	2.8523974028884538e-11	2.8523974028884538e-11	2.8523974028884538e-11	2.8523974028884538e-11	2.8523974028884538e-11	2.8523974028884538e-11	0.03292472616378416	2.8523974028884538e-11	0.4650881040143497	2.8523974028884538e-11	2.8523974028884538e-11	0.469065425290597	2.8523974028884538e-11	2.8523974028884538e-11
