ref_lcb_start,ref_lcb_stop,ref_lcb_strand,query_lcb_start,query_lcb_stop,query_lcb_strand,lcb_num,length_ratio,ref_strain,query_strain
2047523,2155339,1,2094443,2202881,1,11,0.9942640033936443,FA1090,DDD034
1,75193,1,1,77378,1,0,0.9717616345942592,FA1090,DDD038
75447,188069,1,1340948,1452421,-1,1,1.0103074287047087,FA1090,DDD038
188072,460353,1,997855,1271911,-1,2,0.9935232215313659,FA1090,DDD038
472182,1074811,1,388698,997746,1,3,0.9894606008065046,FA1090,DDD038
1077071,1080706,1,368427,372061,-1,4,1.0002751788662632,FA1090,DDD038
1084985,1148068,1,1571058,1634121,1,5,1.000317143174286,FA1090,DDD038
1148873,1216997,1,1271916,1340141,1,6,0.9985196042506412,FA1090,DDD038
1222809,1482786,1,99687,361953,-1,7,0.9912722198073711,FA1090,DDD038
1483124,1589273,1,1452561,1556368,1,8,1.0225610989624978,FA1090,DDD038
1602690,1717275,1,1635207,1749721,1,9,1.0006200115269748,FA1090,DDD038
1717283,2016852,1,1752239,2091819,-1,10,0.8821750397549915,FA1090,DDD038
2016882,2038354,1,78973,99682,1,11,1.0368438843015113,FA1090,DDD038
2047523,2155339,1,2092162,2200082,1,12,0.9990363232023721,FA1090,DDD038
1,187846,1,1,188931,1,0,0.9942571322712116,FA1090,DDD046
187849,461395,1,257921,533784,1,1,0.9916009033469512,FA1090,DDD046
472180,1064461,1,542846,1203663,-1,2,0.8962859611662533,FA1090,DDD046
1076857,1148065,1,1216300,1287531,1,3,0.9996771068776235,FA1090,DDD046
1149095,1217000,1,189958,257918,-1,4,0.9991907004120071,FA1090,DDD046
1222642,1717277,1,1293207,1831123,1,5,0.9195394820009072,FA1090,DDD046
1717383,2047365,1,1832043,2157885,-1,6,1.012705544404957,FA1090,DDD046
2047519,2155339,1,2158316,2267136,1,7,0.9908105127733873,FA1090,DDD046
1,1057904,1,1,1127281,1,0,0.9384562841530054,FA1090,EEE004
1085437,1104727,1,1646346,1665636,1,1,1.0,FA1090,EEE004
1109880,1594578,1,1151594,1636370,1,2,0.9998391009455914,FA1090,EEE004
1602276,2155339,1,1665641,2217372,1,3,1.0024142199731392,FA1090,EEE004
1,187846,1,1,189046,1,0,0.9936523050067444,FA1090,EEE013
187849,422968,1,257976,495343,1,1,0.9905294333247672,FA1090,EEE013
422992,1070102,1,655502,1372355,-1,2,0.9027094815813005,FA1090,EEE013
1070480,1072613,1,1605469,1607603,-1,3,0.9995313964386129,FA1090,EEE013
1085343,1148069,1,1616632,1679288,1,4,1.0011172114402451,FA1090,EEE013
1149095,1217000,1,190073,257973,-1,5,1.0000736377025037,FA1090,EEE013
1222812,1358299,1,495346,635420,-1,6,0.9672530234019161,FA1090,EEE013
1358304,1591355,1,1372382,1605467,1,7,0.999854130467426,FA1090,EEE013
1591367,1594716,1,650873,653739,1,8,1.1685275645498954,FA1090,EEE013
1602109,1717300,1,1679779,1795071,1,9,0.9991239635013704,FA1090,EEE013
1717305,1888045,1,1950740,2128170,-1,10,0.9622949895733529,FA1090,EEE013
1888424,1888757,1,1949200,1949560,1,11,0.925,FA1090,EEE013
1889910,2043400,1,1795146,1948922,-1,12,0.9981401519092706,FA1090,EEE013
2047523,2155339,1,2128539,2237074,1,13,0.9933754088542867,FA1090,EEE013
1,187648,1,1,188811,1,0,0.9938403686245432,FA1090,EEE014
187651,1070004,1,257883,1150818,1,1,0.9881491933903364,FA1090,EEE014
1085316,1148069,1,1556768,1619470,1,2,1.0008133711843323,FA1090,EEE014
1149290,1218179,1,189584,257880,-1,3,1.008682792550076,FA1090,EEE014
1222194,1596470,1,1167404,1547131,1,4,0.9856449501878981,FA1090,EEE014
1602368,1717255,1,1620221,1735024,1,5,1.0007316881963015,FA1090,EEE014
1717260,2046393,1,1736063,2075301,-1,6,0.9702126530636308,FA1090,EEE014
2047523,2155339,1,2075626,2184298,1,7,0.9921230859835101,FA1090,EEE014
1,187737,1,1,188417,1,0,0.9963909646739131,FA1090,EEE015
187740,461530,1,257478,533444,1,1,0.9921149706847945,FA1090,EEE015
461568,465966,1,1534588,1538990,1,2,0.9990913221263062,FA1090,EEE015
472174,1064735,1,545165,1144653,1,3,0.9884451398526742,FA1090,EEE015
1084871,1148069,1,1547402,1610603,1,4,0.9999525323966393,FA1090,EEE015
1149206,1217000,1,189555,257472,-1,5,0.9981889659437254,FA1090,EEE015
1220543,1589986,1,1163805,1533573,1,6,0.999121070509076,FA1090,EEE015
1591350,1594716,1,535370,538253,1,7,1.1675338189386055,FA1090,EEE015
1602267,1717276,1,1611249,1726220,1,8,1.000330518130659,FA1090,EEE015
1717284,2046679,1,1726491,2054342,-1,9,1.0047094564299026,FA1090,EEE015
2047519,2155339,1,2054686,2161315,1,10,1.011169569254143,FA1090,EEE015
1,187801,1,1,187251,1,0,1.0029372496662217,FA1090,EEE016
187804,465966,1,256323,533615,1,1,1.0031374868369805,FA1090,EEE016
471786,1066545,1,535447,1196580,-1,2,0.8996056769212851,FA1090,EEE016
1070480,1072613,1,1589471,1591605,-1,3,0.9995313964386129,FA1090,EEE016
1084806,1148069,1,1602074,1665192,1,4,1.0022972844513451,FA1090,EEE016
1149139,1217000,1,188323,256320,-1,5,0.9979999117608129,FA1090,EEE016
1220876,1591346,1,1216549,1589467,1,6,0.9934355541969012,FA1090,EEE016
1602243,1717307,1,1665818,1781376,1,7,0.9957250904307794,FA1090,EEE016
1717312,2044328,1,1781908,2111159,-1,8,0.9932118657194663,FA1090,EEE016
2047519,2155339,1,2111531,2220109,1,9,0.9930188435963087,FA1090,EEE016
1,1069784,1,1,1136588,1,0,0.9412240330040728,FA1090,EEE018
1069835,1072613,1,1639442,1642252,-1,1,0.9886120996441281,FA1090,EEE018
1081772,1104674,1,1648245,1671165,1,2,0.9992146596858639,FA1090,EEE018
1109885,1591350,1,1155916,1639440,1,3,0.9957416798338862,FA1090,EEE018
1591352,1595846,1,1136593,1140493,-1,4,1.1523076923076923,FA1090,EEE018
1602222,2155339,1,1671169,2232351,1,5,0.9856285483140942,FA1090,EEE018
1,465942,1,1,466066,1,0,0.9997339426903973,FA1090,EEE019
471791,1066546,1,467874,1073155,-1,1,0.9826097300262192,FA1090,EEE019
1085464,1105434,1,1588695,1608662,1,2,1.0001502479090498,FA1090,EEE019
1109888,1594577,1,1096259,1577166,1,3,1.0078643064043569,FA1090,EEE019
1602983,2155339,1,1608667,2156910,1,4,1.0075021477702406,FA1090,EEE019
1,187800,1,1,187618,1,0,1.0009700613483852,FA1090,EEE020
187803,467915,1,256703,539023,1,1,0.9921790875602153,FA1090,EEE020
470043,1065429,1,540543,1203349,-1,2,0.8982809449522183,FA1090,EEE020
1085361,1148069,1,1608504,1671148,1,3,1.0010216461273227,FA1090,EEE020
1149140,1217000,1,188691,256700,-1,4,0.9978091134996838,FA1090,EEE020
1222642,1591373,1,1224556,1596188,1,5,0.9921938907306153,FA1090,EEE020
1603127,1716933,1,1672655,1786523,1,6,0.999455509888643,FA1090,EEE020
1716938,2044849,1,1787811,2114265,-1,7,1.0044631096571033,FA1090,EEE020
2047526,2155339,1,2114271,2222705,1,8,0.9942730139992991,FA1090,EEE020
1,187846,1,1,189625,1,0,0.9906182761675737,FA1090,EEE021
187849,422990,1,258437,495952,1,1,0.9900048417994654,FA1090,EEE021
422992,1069621,1,678775,1333453,-1,2,0.9877054063218865,FA1090,EEE021
1073509,1108316,1,638417,673170,-1,3,1.0015538226915661,FA1090,EEE021
1109954,1147355,1,1578782,1616092,1,4,1.002439024390244,FA1090,EEE021
1149095,1217000,1,190652,258434,-1,5,1.0018146410551474,FA1090,EEE021
1221248,1349886,1,504718,638412,-1,6,0.9621822968869209,FA1090,EEE021
1358285,1587488,1,1333461,1561114,1,7,1.0068086078373666,FA1090,EEE021
1590989,1596360,1,673706,678484,1,8,1.1241105064880703,FA1090,EEE021
1600908,1717300,1,1616096,1732550,1,9,0.9994676009411442,FA1090,EEE021
1717305,2040097,1,1736726,2066359,-1,10,0.9792466166918967,FA1090,EEE021
2040496,2041788,1,1735061,1736354,-1,11,0.9992266047950503,FA1090,EEE021
2041796,2041900,1,1733994,1734099,1,12,0.9904761904761905,FA1090,EEE021
2042536,2044786,1,1736367,1736716,-1,13,6.446991404011461,FA1090,EEE021
2047522,2155339,1,2066727,2175216,1,14,0.993805823631889,FA1090,EEE021
1,460520,1,1,461321,1,0,0.9982636781409867,FA1090,EEE023
471440,1063258,1,472316,1131508,-1,1,0.8977930557409677,FA1090,EEE023
1085361,1104673,1,1695271,1714594,1,2,0.9994307302178751,FA1090,EEE023
1109885,1589080,1,1154613,1635768,1,3,0.9959264686015941,FA1090,EEE023
1602221,2155339,1,1714598,2274365,1,4,0.9881218435527639,FA1090,EEE023
1,1070313,1,1,1137377,1,0,0.9410362096615368,FA1090,EEE026
1083560,1107480,1,1263566,1287481,1,1,1.0002090738030525,FA1090,EEE026
1109719,1218899,1,1154139,1263282,1,2,1.0003390047918785,FA1090,EEE026
1220412,2155339,1,1287486,2221842,1,3,1.0006111161056386,FA1090,EEE026
1,459137,1,1,459786,1,0,0.9985884706982612,FA1090,EEE029
472309,1072655,1,463279,1130527,-1,1,0.899734431575666,FA1090,EEE029
1085470,1107195,1,1264952,1286684,1,2,0.9996778943493466,FA1090,EEE029
1109888,1219483,1,1153776,1263326,1,3,1.000410771337289,FA1090,EEE029
1220127,2155339,1,1286689,2221910,1,4,0.9999903766061712,FA1090,EEE029
1,465941,1,1,466800,1,0,0.9981598075402903,FA1090,EEE030
470891,1066546,1,468655,1132173,-1,1,0.8977224430987554,FA1090,EEE030
1069166,1072606,1,1663375,1666848,-1,2,0.9904981284192341,FA1090,EEE030
1085438,1102935,1,1267446,1284948,1,3,0.9997143183636156,FA1090,EEE030
1109888,1219153,1,1156274,1265521,1,4,1.0001647642498193,FA1090,EEE030
1219158,1591350,1,1288251,1663368,1,5,0.9922024328409537,FA1090,EEE030
1591352,1595263,1,1137476,1140854,-1,6,1.1577856719952635,FA1090,EEE030
1597470,2155339,1,1667816,2221429,1,7,1.0076876807444912,FA1090,EEE030
1,1065371,1,1,1128785,1,0,0.9438209613176657,FA1090,EEE034
1084598,1104670,1,1596852,1616943,1,1,0.9990543029217063,FA1090,EEE034
1107949,1482110,1,1148071,1524377,1,2,0.9942998517164223,FA1090,EEE034
1483298,1532967,1,2055489,2104676,-1,3,1.00979933722325,FA1090,EEE034
1532970,1602207,1,1525471,1594209,1,4,1.0072594489219937,FA1090,EEE034
1602218,2037859,1,1616947,2055320,1,5,0.9937678643529597,FA1090,EEE034
2037895,2155339,1,2104695,2220234,1,6,1.0164879391374342,FA1090,EEE034
1,187801,1,1,186469,1,0,1.007143316815754,FA1090,EEE035
187804,468636,1,255541,538795,1,1,0.9914493705296307,FA1090,EEE035
471787,1065429,1,539594,1200050,-1,2,0.8988365614060588,FA1090,EEE035
1084871,1148068,1,1606656,1669874,1,3,0.9996678161283179,FA1090,EEE035
1149139,1217000,1,187541,255538,-1,4,0.9979999117608129,FA1090,EEE035
1222642,1590987,1,1223032,1593708,1,5,0.993711489279047,FA1090,EEE035
1602997,1716936,1,1671254,1785105,1,6,1.0007729400707943,FA1090,EEE035
1716942,2043410,1,1785767,2120332,-1,7,0.975798424820289,FA1090,EEE035
2047531,2155339,1,2120347,2228829,1,8,0.9937869877030291,FA1090,EEE035
1,187800,1,1,188907,1,0,0.9941399426169629,FA1090,EEE037
187803,465966,1,258074,535811,1,1,1.0015338251655344,FA1090,EEE037
472180,1065514,1,538445,1197898,-1,2,0.8997365998789906,FA1090,EEE037
1065716,1072613,1,1591804,1597896,-1,3,1.1321405121470782,FA1090,EEE037
1085470,1148069,1,1604304,1666936,1,4,0.9994731127857964,FA1090,EEE037
1149140,1217000,1,189980,258071,-1,5,0.9966074811649117,FA1090,EEE037
1221073,1591350,1,1220574,1591802,1,6,0.9974382320299116,FA1090,EEE037
1591352,1594576,1,1204148,1206912,-1,7,1.166425470332851,FA1090,EEE037
1602120,1717233,1,1667438,1782613,1,8,0.9994616887345344,FA1090,EEE037
1717238,2046681,1,1782982,2115571,-1,9,0.9905408777800829,FA1090,EEE037
2047519,2136515,1,2115870,2205111,1,10,0.9972546251162582,FA1090,EEE037
2136900,2136959,1,2205514,2205575,-1,11,0.9672131147540983,FA1090,EEE037
2137257,2155339,1,2205861,2224298,1,12,0.9807452405488962,FA1090,EEE037
1,1069980,1,1,1138462,1,0,0.939846863441084,FA1090,FA19
1083733,1105393,1,1651391,1673058,1,1,0.9996769280472608,FA1090,FA19
1109715,1596464,1,1154550,1643184,1,2,0.9961423069209265,FA1090,FA19
1602942,2155339,1,1673063,2232323,1,3,0.9877284268497658,FA1090,FA19
1,460256,1,1,460891,1,0,0.9986222309010827,FA1090,FA6140
471787,1074720,1,461189,1071608,-1,1,0.9877362926121238,FA1090,FA6140
1084905,1104669,1,1594125,1613901,1,2,0.9993932038834952,FA1090,FA6140
1105834,1596463,1,1091813,1584869,1,3,0.9950776382398754,FA1090,FA6140
1602217,2155339,1,1613905,2166049,1,4,1.0017712770581588,FA1090,FA6140
1,468488,1,1,471242,1,0,0.9941558565574727,FA1090,FDAARGOS_204
468527,1064730,1,473053,1135012,-1,1,0.9006645426680504,FA1090,FDAARGOS_204
1085316,1115634,1,1294533,1324908,1,2,0.9981234567901235,FA1090,FDAARGOS_204
1116574,1219822,1,1190019,1293400,1,3,0.9987134966773391,FA1090,FDAARGOS_204
1220503,1257726,1,1151650,1189073,1,4,0.9946556930230073,FA1090,FDAARGOS_204
1257729,2155339,1,1324911,2212454,1,5,1.0113425490370607,FA1090,FDAARGOS_204
1,187806,1,1,192316,1,0,0.9765488911421366,FA1090,FDAARGOS_205
187809,470056,1,261285,545713,1,1,0.992331978567511,FA1090,FDAARGOS_205
470143,1064574,1,545961,1205981,-1,2,0.9006257386139814,FA1090,FDAARGOS_205
1085316,1148069,1,1609049,1671837,1,3,0.9994425686436899,FA1090,FDAARGOS_205
1149134,1217000,1,193383,261282,-1,4,0.9995139840056555,FA1090,FDAARGOS_205
1222812,1601056,1,1227099,1604537,1,5,1.0021354500606723,FA1090,FDAARGOS_205
1602281,1717198,1,1672500,1787456,1,6,0.9996607397613,FA1090,FDAARGOS_205
1717203,2047470,1,1788352,2123377,-1,7,0.9857980747705395,FA1090,FDAARGOS_205
2047519,2155339,1,2123641,2232444,1,8,0.9909653226473535,FA1090,FDAARGOS_205
1,458528,1,1,467737,1,0,0.9803115432637214,FA1090,FDAARGOS_207
498376,1075030,1,469373,1101644,-1,1,0.9120361364035359,FA1090,FDAARGOS_207
1078416,1081289,1,1101648,1104521,1,2,1.0,FA1090,FDAARGOS_207
1083775,1093700,1,1625646,1635577,-1,3,0.9993958312355251,FA1090,FDAARGOS_207
1093708,1106445,1,1491327,1504078,-1,4,0.9989020468982824,FA1090,FDAARGOS_207
1109888,1217641,1,1511049,1619427,1,5,0.9942331469486427,FA1090,FDAARGOS_207
1223285,1594576,1,1110899,1482997,1,6,0.9978312165074792,FA1090,FDAARGOS_207
1608717,2155339,1,1639827,2189300,1,7,0.9948113920065226,FA1090,FDAARGOS_207
1,187736,1,1,188523,1,0,0.9958254209057829,FA1090,FFF004
187846,458870,1,324339,597600,1,1,0.9918136872806584,FA1090,FFF004
471787,1074044,1,599962,1208704,-1,2,0.9893468825873687,FA1090,FFF004
1083117,1149204,1,188526,254548,-1,3,1.0009845203114114,FA1090,FFF004
1149207,1218748,1,254553,324227,-1,4,0.9980911100266957,FA1090,FFF004
1220876,1589315,1,1232254,1599842,1,5,1.0023150918963621,FA1090,FFF004
1590989,1594717,1,1215894,1219970,-1,6,0.914622178606477,FA1090,FFF004
1598022,1717278,1,1607544,1726614,1,7,1.001562106324011,FA1090,FFF004
1717283,2045417,1,1727268,2056568,-1,8,0.9964591557849984,FA1090,FFF004
2047523,2155339,1,2056915,2165352,1,9,0.9942731724411409,FA1090,FFF004
1,187641,1,1,188297,1,0,0.9965161235501551,FA1090,FFF005
187644,460573,1,257365,532513,1,1,0.9919352493930539,FA1090,FFF005
461624,465972,1,1532257,1536610,1,2,0.9988513668734206,FA1090,FFF005
471786,1074044,1,533172,1142178,-1,3,0.9889196493959008,FA1090,FFF005
1084278,1148639,1,1544445,1608580,1,4,1.003523816948624,FA1090,FFF005
1149299,1217000,1,189532,257362,-1,5,0.9980981866430783,FA1090,FFF005
1222812,1590990,1,1164085,1532141,1,6,1.000331471297846,FA1090,FFF005
1602365,1717300,1,1609005,1723758,1,7,1.001586015180431,FA1090,FFF005
1717305,2047352,1,1724877,2049886,-1,8,1.015501109200053,FA1090,FFF005
2047519,2155339,1,2050251,2161579,1,9,0.9684895084794481,FA1090,FFF005
1,458515,1,1,460024,1,0,0.9967197292309298,FA1090,FFF007
470047,1072655,1,464141,1132700,-1,1,0.9013535080673508,FA1090,FFF007
1084909,1105620,1,1651109,1671828,1,2,0.9996138809788118,FA1090,FFF007
1107427,1594855,1,1152006,1640313,1,3,0.9981999029299191,FA1090,FFF007
1603168,2155339,1,1671832,2224453,1,4,0.9991856986976608,FA1090,FFF007
1,469863,1,1,469389,1,0,1.001009825560091,FA1090,FFF012
469867,1065012,1,469392,1070966,-1,1,0.9893130354702829,FA1090,FFF012
1084598,1104928,1,1588103,1608436,1,2,0.9998524565976491,FA1090,FFF012
1109885,1601080,1,1093014,1584336,1,3,0.9997415137119852,FA1090,FFF012
1602477,2155339,1,1608441,2160690,1,4,1.0011100065369063,FA1090,FFF012
1,460517,1,1,462502,1,0,0.9957081173878543,FA1090,FFF017
471787,1066411,1,473237,1134924,1,1,0.8986484546318728,FA1090,FFF017
1068771,1074714,1,462544,468883,-1,2,0.9375295787979177,FA1090,FFF017
1084371,1104717,1,1648640,1668982,1,3,1.000196637498771,FA1090,FFF017
1109885,1594576,1,1154744,1638191,1,4,1.0025731879606243,FA1090,FFF017
1602264,2155339,1,1668985,2219806,1,5,1.0040920734685133,FA1090,FFF017
1,78229,1,1,79188,1,0,0.9878894262947201,FA1090,FFF024
78231,1066545,1,532333,1587862,-1,1,0.9363210295501119,FA1090,FFF024
1085470,1105031,1,1648874,1668440,1,2,0.9997444546662578,FA1090,FFF024
1108025,1542864,1,79349,514480,-1,3,0.9993289377222032,FA1090,FFF024
1543025,1594855,1,1587864,1638299,1,4,1.0276593635372262,FA1090,FFF024
1602580,2155339,1,1668445,2221690,1,5,0.9991215465119432,FA1090,FFF024
1,1065514,1,1,1128840,1,0,0.9439016547089532,FA1090,FFF026
1085316,1105092,1,1643169,1662961,1,1,0.9991915925626516,FA1090,FFF026
1108471,1115628,1,1290992,1298170,1,2,0.9970743939816105,FA1090,FFF026
1115629,1221335,1,1184944,1290929,1,3,0.9973675520120772,FA1090,FFF026
1222807,1257719,1,1149334,1184936,1,4,0.9806190663445874,FA1090,FFF026
1257720,1591366,1,1298171,1630863,1,5,1.002867517102906,FA1090,FFF026
1602640,2155339,1,1662965,2213382,1,6,1.0041459475270567,FA1090,FFF026
1,1066543,1,1,1076839,1,0,0.9904386732266135,FA1090,FFF038
1084274,1105155,1,1589969,1610859,1,1,0.999569171852561,FA1090,FFF038
1109715,1599263,1,1096359,1584876,1,2,1.002110469031784,FA1090,FFF038
1602703,2155339,1,1610863,2164121,1,3,0.9988757505539911,FA1090,FFF038
1,468312,1,1,467949,1,0,1.0007757272175541,FA1090,FFF044
471791,1066458,1,468251,1130249,-1,1,0.8982912335082583,FA1090,FFF044
1084871,1106438,1,1647127,1668699,1,2,0.9997682180604487,FA1090,FFF044
1109885,1594577,1,1153656,1636177,1,3,1.0044992860414366,FA1090,FFF044
1603988,2155339,1,1668708,2230159,1,4,0.9820108967657017,FA1090,FFF044
1,469885,1,1,470716,1,0,0.9982346005544757,FA1090,FFF047
470146,1064950,1,470759,1134842,-1,1,0.8956771969768839,FA1090,FFF047
1077779,1081143,1,1146360,1149724,1,2,1.0,FA1090,FFF047
1085470,1104755,1,1694783,1714068,1,3,1.0,FA1090,FFF047
1106319,1591425,1,1152189,1638299,1,4,0.9979346238505687,FA1090,FFF047
1591430,1599134,1,1668392,1676050,-1,5,1.0060067902846697,FA1090,FFF047
1602303,2155339,1,1714072,2262722,1,6,1.0079941675020505,FA1090,FFF047
1,470283,1,1,474014,1,0,0.9921289078569575,FA1090,FQ01
470289,501597,1,1243836,1276278,-1,1,0.9650453116330683,FA1090,FQ01
501599,1064580,1,474029,1101557,-1,2,0.8971408447113117,FA1090,FQ01
1083618,1105504,1,1648187,1670094,1,3,0.999041402291505,FA1090,FQ01
1121598,1160191,1,1205156,1243834,1,4,0.9978023682713687,FA1090,FQ01
1160313,1262195,1,1101679,1203660,1,5,0.9990292309351742,FA1090,FQ01
1263690,1603053,1,1309501,1647369,1,6,1.0044248049534137,FA1090,FQ01
1603055,2016988,1,1670101,2082907,1,7,1.0027300959772871,FA1090,FQ01
2018118,2046089,1,2083999,2108015,1,8,1.1646818787475017,FA1090,FQ01
2046117,2046377,1,2083562,2083818,1,9,1.015625,FA1090,FQ01
2046552,2046786,1,2109070,2109316,-1,10,0.9512195121951219,FA1090,FQ01
2047519,2155339,1,2110022,2218440,1,11,0.9944843107233117,FA1090,FQ01
1,187691,1,1,188742,1,0,0.9944315225626652,FA1090,FQ02
187694,1065514,1,257826,1201048,1,1,0.9306610744872363,FA1090,FQ02
1084905,1148069,1,1609416,1672285,1,2,1.0046922966803988,FA1090,FQ02
1149250,1217000,1,189924,257823,-1,3,0.9978055641467474,FA1090,FQ02
1222642,1594716,1,1222135,1599169,1,4,0.9868446877469936,FA1090,FQ02
1602118,1717578,1,1672784,1788107,1,5,1.0011879677080895,FA1090,FQ02
1717583,2044893,1,1788151,2119636,-1,6,0.9874051616211895,FA1090,FQ02
2047519,2155339,1,2120270,2228346,1,7,0.997631296495059,FA1090,FQ02
1,1070313,1,1,1136992,1,0,0.941354856810652,FA1090,FQ04
1085470,1104831,1,1648544,1667934,1,1,0.9985043837029397,FA1090,FQ04
1109885,1594855,1,1153925,1637975,1,2,1.0019006301001963,FA1090,FQ04
1602379,2155339,1,1667938,2217528,1,3,1.0061318437380593,FA1090,FQ04
1,1065514,1,1,1137687,1,0,0.936561582018237,FA1090,FQ20
1081650,1104643,1,1653906,1676945,1,1,0.9980033855636096,FA1090,FQ20
1109885,1599632,1,1158997,1651635,1,2,0.9941315935839298,FA1090,FQ20
1602192,2155339,1,1676950,2232677,1,3,0.99535743269627,FA1090,FQ20
1,458627,1,1,461659,1,0,0.9934323676834367,FA1090,FQ35
471786,1077755,1,464287,1134176,-1,1,0.9045812067372355,FA1090,FQ35
1081650,1104643,1,1653402,1676441,1,2,0.9980033855636096,FA1090,FQ35
1109885,1596470,1,1158570,1647435,1,3,0.9953361357429965,FA1090,FQ35
1602192,2155339,1,1676446,2232230,1,4,0.9952553509996689,FA1090,FQ35
1,462640,1,1,463956,1,0,0.9971635180136005,FA1090,FQ36
471786,1066545,1,468716,1130995,-1,1,0.8980490095563954,FA1090,FQ36
1085437,1103937,1,1652756,1671280,1,2,0.9987043835024833,FA1090,FQ36
1109267,1594577,1,1153642,1642012,1,3,0.9937342588611094,FA1090,FQ36
1602520,2155339,1,1672318,2218771,1,4,1.0116496752694193,FA1090,FQ36
1,187651,1,1,187960,1,0,0.9983560244521411,FA1090,FQ48
187652,1065425,1,634453,1581789,-1,1,0.9265698759468657,FA1090,FQ48
1085317,1105155,1,1653590,1673434,1,2,0.9996976416045152,FA1090,FQ48
1106669,1149291,1,187963,230595,-1,3,0.9997654344154626,FA1090,FQ48
1149292,1219870,1,1581793,1652504,1,4,0.9981191045240486,FA1090,FQ48
1220952,1599134,1,235478,614922,-1,5,0.9966740810238138,FA1090,FQ48
1602703,1717278,1,1673438,1788406,1,6,0.996581657504697,FA1090,FQ48
1717283,1852432,1,1986170,2121192,-1,7,1.0009405874598214,FA1090,FQ48
1852437,1945311,1,1887215,1979618,-1,8,1.0050972371026914,FA1090,FQ48
1945772,1945989,1,1982254,1982447,1,9,1.1243523316062176,FA1090,FQ48
1948169,2040185,1,1791843,1887210,-1,10,0.9648620592028689,FA1090,FQ48
2047524,2155339,1,2121540,2229997,1,11,0.9940806033727653,FA1090,FQ48
1,1070313,1,1,1137726,1,0,0.9407475444417588,FA1090,FQ82
1085343,1104831,1,1649135,1668662,1,1,0.9980027654017514,FA1090,FQ82
1109885,1594855,1,1154659,1638708,1,2,1.0019026999332712,FA1090,FQ82
1602379,2155339,1,1668666,2217835,1,3,1.0069031573158718,FA1090,FQ82
1,1070313,1,1,1136992,1,0,0.941354856810652,FA1090,FQ84
1085470,1104831,1,1648525,1667980,1,1,0.9951683371883835,FA1090,FQ84
1109885,1594855,1,1153925,1637968,1,2,1.0019151191113187,FA1090,FQ84
1602379,2155339,1,1667984,2217429,1,3,1.0063973646133826,FA1090,FQ84
1,461006,1,1,459615,1,0,1.0030264526319912,FA1090,GCGS0245
461401,465538,1,1074092,1078242,-1,1,0.996867469879518,FA1090,GCGS0245
470411,1069595,1,468701,1074087,1,2,0.9897552966206684,FA1090,GCGS0245
1069927,1073637,1,460257,463994,-1,3,0.9927749531709927,FA1090,GCGS0245
1083618,1105556,1,1419530,1441492,1,4,0.9989072033512431,FA1090,GCGS0245
1222882,1482511,1,1091561,1348118,1,5,1.0119739473099545,FA1090,GCGS0245
1482516,1533104,1,1878785,1928845,-1,6,1.0105473431881742,FA1090,GCGS0245
1533109,1596390,1,1349051,1411490,1,7,1.0134851615176412,FA1090,GCGS0245
1603501,2037663,1,1441893,1878548,1,8,0.9942906871557637,FA1090,GCGS0245
2038766,2155339,1,1928982,2043366,1,9,1.0191372919289412,FA1090,GCGS0245
1,187690,1,1,188944,1,0,0.9933630777536082,FA1090,GCGS0276
187693,466562,1,258029,539061,1,1,0.9923033675880327,FA1090,GCGS0276
471447,1065429,1,542066,1142386,-1,2,0.9894422974413646,FA1090,GCGS0276
1084806,1148069,1,1551474,1614760,1,3,0.9996365704895237,FA1090,GCGS0276
1149250,1217000,1,190127,258026,-1,4,0.9978055641467474,FA1090,GCGS0276
1222642,1594716,1,1164962,1541323,1,5,0.9886093405002112,FA1090,GCGS0276
1602118,1716934,1,1615259,1729922,1,6,1.0013343449935899,FA1090,GCGS0276
1716940,2038544,1,1736500,2064458,-1,7,0.9806255679080857,FA1090,GCGS0276
2040531,2040594,1,1736056,1736119,1,8,1.0,FA1090,GCGS0276
2047531,2155339,1,2064471,2172667,1,9,0.9964139154867093,FA1090,GCGS0276
1,187691,1,1,187854,1,0,0.9991323002560513,FA1090,GCGS0306
187694,465966,1,256838,536678,1,1,0.9943967981703831,FA1090,GCGS0306
471787,1066545,1,538473,1138152,-1,2,0.991793943092888,FA1090,GCGS0306
1068384,1070928,1,1535513,1538116,-1,3,0.9773338455628121,FA1090,GCGS0306
1084598,1148068,1,1545283,1608721,1,4,1.0005044295217378,FA1090,GCGS0306
1149250,1217000,1,189036,256835,-1,5,0.9992772754760395,FA1090,GCGS0306
1222812,1594541,1,1159910,1535480,1,6,0.9897728785579253,FA1090,GCGS0306
1602208,1717278,1,1609328,1724494,1,7,0.9991664206449821,FA1090,GCGS0306
1717283,2044893,1,1724827,2051119,-1,8,1.0040393267380139,FA1090,GCGS0306
2047519,2155339,1,2051462,2159688,1,9,0.9962485909116109,FA1090,GCGS0306
1,1109487,1,1,1175930,1,0,0.9434974390460649,FA1090,GCGS0313
1109715,1118496,1,1318649,1327431,1,1,0.9998861307219312,FA1090,GCGS0313
1118499,1220814,1,1214790,1316799,1,2,1.002999735317472,FA1090,GCGS0313
1222597,1260586,1,1176134,1214785,1,3,0.9828723707019223,FA1090,GCGS0313
1261036,1599155,1,1327881,1664237,1,4,1.0052414703468944,FA1090,GCGS0313
