ref_lcb_start,ref_lcb_stop,ref_lcb_strand,query_lcb_start,query_lcb_stop,query_lcb_strand,lcb_num,length_ratio,ref_strain,query_strain
1149140,1217000,1,189966,258057,-1,5,0.9966074811649117,FA1090,2020N08-318
1222812,1591350,1,1223895,1593394,1,6,0.997399181053264,FA1090,2020N08-318
1591352,1594576,1,1205706,1208470,-1,7,1.166425470332851,FA1090,2020N08-318
1603985,1717233,1,1671103,1784414,1,8,0.999444008083946,FA1090,2020N08-318
1717238,2039899,1,1789033,2114886,-1,9,0.9902041718198084,FA1090,2020N08-318
2047521,2155339,1,2115187,2223600,1,10,0.9945117282982668,FA1090,2020N08-318
1,55111,1,1,55698,1,0,0.9894608327198952,FA1090,2020S05-258
55426,187691,1,56015,189132,1,1,0.9935996153759474,FA1090,2020S05-258
187694,465972,1,258047,538681,1,2,0.9916047235901566,FA1090,2020S05-258
469822,1065028,1,542112,1204198,-1,3,0.8989859323411158,FA1090,2020S05-258
1084351,1147997,1,1611502,1675190,1,4,0.9993405351086547,FA1090,2020S05-258
1149249,1217000,1,190314,258044,-1,5,1.0003100546286727,FA1090,2020S05-258
1220876,1594576,1,1222801,1601952,1,6,0.9856231422309317,FA1090,2020S05-258
1601555,1717255,1,1675199,1790895,1,7,1.0000345733646798,FA1090,2020S05-258
1717260,1891257,1,1945838,2127096,-1,8,0.9599410784627437,FA1090,2020S05-258
1891262,1891551,1,55712,56011,1,9,0.9665551839464883,FA1090,2020S05-258
1891554,1945567,1,1891740,1945542,-1,10,1.0039217872941526,FA1090,2020S05-258
1946031,1947295,1,1888551,1889825,-1,11,0.9921507064364207,FA1090,2020S05-258
1948424,1950044,1,1890116,1891736,-1,12,1.0,FA1090,2020S05-258
1950270,2015138,1,1822778,1887706,-1,13,0.999075899457861,FA1090,2020S05-258
2016827,2040160,1,1793657,1819607,-1,14,0.8991522157996147,FA1090,2020S05-258
2043945,2046859,1,1819617,1820753,-1,15,2.5651408450704225,FA1090,2020S05-258
2047519,2155339,1,2127417,2235875,1,16,0.9941175385863652,FA1090,2020S05-258
1,187804,1,1,188706,1,0,0.9952200524628388,FA1090,2022NG-0032
187807,1065507,1,257774,1145266,1,1,0.9889666611079311,FA1090,2022NG-0032
1085317,1105148,1,1592901,1612738,1,2,0.9996975349095125,FA1090,2022NG-0032
1107427,1148068,1,1548353,1588960,1,3,1.0008372940626,FA1090,2022NG-0032
1149137,1217000,1,189775,257771,-1,4,0.9980440025883875,FA1090,2022NG-0032
1222815,1591373,1,1166560,1536654,1,5,0.9958497030484147,FA1090,2022NG-0032
1602697,1717272,1,1612743,1727673,1,6,0.9969111633168015,FA1090,2022NG-0032
1717283,2045651,1,1728505,2059028,-1,7,0.9934800301340603,FA1090,2022NG-0032
2047519,2155339,1,2059371,2167441,1,8,0.997686684556306,FA1090,2022NG-0032
1,187650,1,1,189415,1,0,0.9906817869851225,FA1090,2022NG-0076
187653,1065514,1,258502,1143251,1,1,0.9922147411299702,FA1090,2022NG-0076
1085317,1105148,1,1594648,1614485,1,2,0.9996975349095125,FA1090,2022NG-0076
1109954,1148068,1,1552602,1590707,1,3,1.0002361894764467,FA1090,2022NG-0076
1149290,1217000,1,190640,258499,-1,4,0.997804270619962,FA1090,2022NG-0076
1222642,1596483,1,1164423,1541986,1,5,0.9901420425200562,FA1090,2022NG-0076
1602697,1717243,1,1614490,1728909,1,6,1.0011099555143814,FA1090,2022NG-0076
1717248,2042869,1,1729916,2059714,-1,7,0.9873346715262069,FA1090,2022NG-0076
2047523,2155339,1,2060027,2168363,1,8,0.9952001181509378,FA1090,2022NG-0076
1,1066543,1,1,1075582,1,0,0.9915961698839976,FA1090,25818_3#234
1084871,1105433,1,1589058,1609627,1,1,0.999659682045797,FA1090,25818_3#234
1109880,1600360,1,1095267,1584292,1,2,1.002975308010838,FA1090,25818_3#234
1602981,2155339,1,1609631,2164914,1,3,0.9947324157231537,FA1090,25818_3#234
1,187800,1,1,186575,1,0,1.0065657594305744,FA1090,9035
187803,470285,1,255647,540179,1,1,0.9927951864816611,FA1090,9035
470291,1064572,1,540200,1200449,-1,2,0.9000861796079964,FA1090,9035
1070480,1072613,1,1592260,1594394,-1,3,0.9995313964386129,FA1090,9035
1085470,1148069,1,1604815,1667367,1,4,1.0007513748561196,FA1090,9035
1149140,1217000,1,187648,255644,-1,5,0.9979998823460203,FA1090,9035
1220476,1351514,1,1221848,1353561,1,6,0.9948752211247182,FA1090,9035
1351712,1567729,1,1353573,1568408,-1,7,1.0055018968045244,FA1090,9035
1568703,1591355,1,1568413,1592258,1,8,0.9499685468651708,FA1090,9035
1591359,1595363,1,1205348,1208774,-1,9,1.168709865732633,FA1090,9035
1602025,1717233,1,1667771,1783478,1,10,0.9956873827858297,FA1090,9035
1717241,2043341,1,1783922,2114049,-1,11,0.987801664208017,FA1090,9035
2047523,2155339,1,2114355,2223133,1,12,0.9911562999871297,FA1090,9035
1,472608,1,1,476601,1,0,0.991621905161561,FA1090,9071
472613,1073715,1,506662,1171230,-1,1,0.9045003671558065,FA1090,9071
1085317,1107153,1,1308462,1330299,1,2,0.9999542061638503,FA1090,9071
1109888,1219418,1,1197067,1306927,1,3,0.996996176952485,FA1090,9071
1220085,2155339,1,1330304,2263505,1,4,1.0021999547793026,FA1090,9071
1,187800,1,1,187961,1,0,0.999143434773356,FA1090,9112
187803,469475,1,257033,540209,1,1,0.9946888154363364,FA1090,9112
470454,1065517,1,540268,1202149,-1,2,0.8990483183532991,FA1090,9112
1070309,1072613,1,1598845,1601255,-1,3,0.9560165975103735,FA1090,9112
1084598,1105682,1,1655404,1676511,1,4,0.9989103141138012,FA1090,9112
1109888,1148521,1,1614049,1653362,1,5,0.9827029226973266,FA1090,9112
1149140,1217000,1,189034,257030,-1,6,0.9979998823460203,FA1090,9112
1220953,1591355,1,1224148,1598843,1,7,0.9885426813808564,FA1090,9112
1591359,1594716,1,1208577,1210594,-1,8,1.6643529995042141,FA1090,9112
1603229,1717255,1,1676514,1790889,1,9,0.9969486338797814,FA1090,9112
1717260,1852432,1,1986673,2121698,-1,10,1.0010886872801332,FA1090,9112
1852437,1945311,1,1887412,1980121,-1,11,1.0017797624826068,FA1090,9112
1945772,1945989,1,1982757,1982950,1,12,1.1243523316062176,FA1090,9112
1948169,2044685,1,1791461,1887407,-1,13,1.0059408417234694,FA1090,9112
2047519,2155339,1,2122019,2230440,1,14,0.9944567934256279,FA1090,9112
1,460858,1,1,462614,1,0,0.9962041706566828,FA1090,9126
471064,1067428,1,472601,1135641,1,1,0.8994389478764478,FA1090,9126
1068794,1074408,1,462621,467614,-1,2,1.1243741237732825,FA1090,9126
1085317,1107519,1,1266625,1288830,1,3,0.9998648952938527,FA1090,9126
1109888,1219827,1,1155235,1265499,1,4,0.9970525284771095,FA1090,9126
1220479,1464381,1,1288860,1535141,1,5,0.9903403023375738,FA1090,9126
1464588,1464761,1,1535393,1535563,-1,6,1.0176470588235293,FA1090,9126
1464946,2040153,1,1535751,2108047,1,7,1.00508652864951,FA1090,9126
2040303,2042034,1,2109478,2111137,1,8,1.0433996383363473,FA1090,9126
2042587,2043420,1,2108077,2108852,1,9,1.0748387096774195,FA1090,9126
2045178,2155339,1,2111142,2220893,1,10,1.0037357290594162,FA1090,9126
1,55029,1,1,55377,1,0,0.9937156891071944,FA1090,9343
55032,55327,1,1955464,1955759,1,1,1.0,FA1090,9343
55353,460144,1,55686,463736,1,2,0.9920132336723441,FA1090,9343
471280,1074710,1,464155,1127334,-1,3,0.9099051688910536,FA1090,9343
1084598,1104525,1,1647021,1666951,1,4,0.9998494731560461,FA1090,9343
1108146,1427944,1,1149381,1471508,1,5,0.9927699323558721,FA1090,9343
1428443,1532628,1,1471992,1575225,-1,6,1.0092218573518157,FA1090,9343
1532640,1602068,1,1575228,1644238,1,7,1.0060570931749022,FA1090,9343
1602071,1891150,1,1666954,1955460,1,8,1.0019860938767304,FA1090,9343
1891468,2155339,1,1955766,2217931,1,9,1.0065073522400014,FA1090,9343
1,54528,1,1,54905,1,0,0.9931334693282821,FA1090,9399
54533,54643,1,1958656,1958757,1,1,1.0891089108910892,FA1090,9399
54679,470301,1,55059,474489,1,2,0.9909210118494147,FA1090,9399
470304,1064572,1,474494,1134002,-1,3,0.9010777731278469,FA1090,9399
1085317,1107784,1,1266972,1289438,1,4,1.0000445117065788,FA1090,9399
1109888,1219882,1,1155605,1265902,1,5,0.9972528717916171,FA1090,9399
1220952,1426993,1,1289682,1497793,1,6,0.9900533849724426,FA1090,9399
1427922,1483030,1,1498396,1552516,-1,7,1.0182557280118256,FA1090,9399
1483361,1889297,1,1552575,1957337,1,8,1.0029004699057718,FA1090,9399
1890740,2155339,1,1958762,2219165,1,9,1.0161134856357261,FA1090,9399
1,460610,1,1,464770,1,0,0.9910493169725175,FA1090,9431
460725,1074659,1,464774,1148529,-1,1,0.8978859386768653,FA1090,9431
1083287,1104081,1,1653094,1673864,1,2,1.0011555127587868,FA1090,9431
1109715,1601452,1,1161004,1651010,1,3,1.0035326098047779,FA1090,9431
1610027,1717289,1,1682327,1789583,1,4,1.0000559409263818,FA1090,9431
1717293,2044620,1,1790506,2118485,-1,5,0.9980120678458072,FA1090,9431
2047523,2155339,1,2118843,2227248,1,6,0.994566671279,FA1090,9431
1,460433,1,1,464577,1,0,0.9910800385728061,FA1090,9460
460440,1074834,1,464583,1149407,-1,1,0.8971560576148032,FA1090,9460
1083848,1104181,1,1654497,1674833,1,2,0.9998524783634933,FA1090,9460
1109885,1599046,1,1161763,1649845,1,3,1.0022106941046791,FA1090,9460
1610027,1717289,1,1683182,1790437,1,4,1.0000652650226096,FA1090,9460
1717293,2045838,1,1791386,2119753,-1,5,1.0005420763962274,FA1090,9460
2047523,2155339,1,2120111,2228516,1,6,0.994566671279,FA1090,9460
1,460433,1,1,464588,1,0,0.9910565728270485,FA1090,9464
460459,1074834,1,464594,1149638,-1,1,0.8968402029650651,FA1090,9464
1083431,1103984,1,1654025,1674574,1,2,1.0001946566742907,FA1090,9464
1109715,1600290,1,1161856,1650653,1,3,1.0036375018668282,FA1090,9464
1601537,1717289,1,1674583,1790389,1,4,0.9995337029169473,FA1090,9464
1717293,2046810,1,1791495,2119660,-1,5,1.0041198787195467,FA1090,9464
2047519,2155339,1,2120014,2228428,1,6,0.9945210028225137,FA1090,9464
1,187804,1,1,188941,1,0,0.9939822165766911,FA1090,96MB
187807,1072753,1,258010,1146970,1,1,0.9954846112311015,FA1090,96MB
1084598,1148069,1,1549897,1613329,1,2,1.0006148316307226,FA1090,96MB
1149137,1218179,1,189556,258007,-1,3,1.008633913310251,FA1090,96MB
1222194,1596470,1,1160787,1540981,1,4,0.984434262508088,FA1090,96MB
1602366,1717261,1,1614078,1728813,1,5,1.0013945178018913,FA1090,96MB
1717266,2044859,1,1730137,2063565,-1,6,0.9824999700085176,FA1090,96MB
2047523,2155339,1,2063896,2172422,1,7,0.9934577889169416,FA1090,96MB
1,68730,1,1,70519,1,0,0.9746305907711507,FA1090,AT159
69016,187804,1,1677678,1797376,-1,1,0.99239753379338,FA1090,AT159
187807,423220,1,1370657,1608688,-1,2,0.9890014325865119,FA1090,AT159
423304,465966,1,501733,544010,1,3,1.0091066064290275,FA1090,AT159
471140,471229,1,549065,549156,-1,4,0.978021978021978,FA1090,AT159
471725,1066546,1,549274,1212830,1,5,0.8964141685102689,FA1090,AT159
1069958,1072613,1,264630,267303,1,6,0.9932659932659933,FA1090,AT159
1085238,1148069,1,194011,256791,-1,7,1.0008123606244026,FA1090,AT159
1149137,1216997,1,1608691,1676606,1,8,0.999190164175808,FA1090,AT159
1222807,1357966,1,1234819,1370573,1,9,0.9956170720568086,FA1090,AT159
1357969,1591355,1,267305,501730,-1,10,0.9955678788525114,FA1090,AT159
1591359,1594716,1,1216508,1219382,-1,11,1.1680584551148225,FA1090,AT159
1604645,1717578,1,77979,190985,-1,12,0.9993540166008884,FA1090,AT159
1717583,2037461,1,1797393,2123709,-1,13,0.9802706578898981,FA1090,AT159
2038544,2044735,1,71732,77359,1,14,1.1002310289674782,FA1090,AT159
2047523,2155339,1,2124347,2232771,1,15,0.994392385449716,FA1090,AT159
1,460527,1,1,460931,1,0,0.9991235111622155,FA1090,ATCC49226
471787,1074527,1,461145,1068068,-1,1,0.9931078571746333,FA1090,ATCC49226
1084983,1105456,1,1591717,1612190,1,2,1.0,FA1090,ATCC49226
1108146,1601066,1,1090431,1587592,1,3,0.991469564185445,FA1090,ATCC49226
1603005,1699710,1,1612195,1708903,1,4,0.9999689787814865,FA1090,ATCC49226
1700409,1700564,1,1709827,1709968,-1,5,1.099290780141844,FA1090,ATCC49226
1701040,2155339,1,1710666,2162630,1,6,1.0051663406820013,FA1090,ATCC49226
1,55371,1,1,55485,1,0,0.9979453536154567,FA1090,AUNG1065
55426,68719,1,55536,69047,1,1,0.9838649988897935,FA1090,AUNG1065
68902,468451,1,1120181,1521807,-1,2,0.9948285220578349,FA1090,AUNG1065
470220,1066096,1,467835,1119714,1,3,0.9140898847792305,FA1090,AUNG1065
1084371,1105156,1,1642002,1662786,1,4,1.0000481139337953,FA1090,AUNG1065
1109789,1482850,1,70016,446937,-1,5,0.9897591272441705,FA1090,AUNG1065
1484132,1595986,1,1521946,1632751,1,6,1.0094670818103877,FA1090,AUNG1065
1596235,1600176,1,464123,467830,1,7,1.0631238198003776,FA1090,AUNG1065
1602704,1891504,1,1662790,1951380,1,8,1.0007276759416472,FA1090,AUNG1065
1891507,1891539,1,55488,55522,1,9,0.9411764705882353,FA1090,AUNG1065
1891542,2155339,1,1951418,2208335,1,10,1.0267790765110911,FA1090,AUNG1065
1,187648,1,1,188755,1,0,0.9941352236244,FA1090,AUNG1251
187651,469334,1,257674,540849,1,1,0.994731173302728,FA1090,AUNG1251
469371,1065427,1,540953,1146370,-1,2,0.9845379300548217,FA1090,AUNG1251
1069960,1072903,1,1149307,1152270,1,3,0.9932500843739454,FA1090,AUNG1251
1084351,1148069,1,1553806,1617480,1,4,1.0006910198825265,FA1090,AUNG1251
1149290,1217000,1,189982,257671,-1,5,1.0003102424323007,FA1090,AUNG1251
1222642,1594855,1,1166409,1544280,1,6,0.9850266360742158,FA1090,AUNG1251
1602368,1717255,1,1618231,1733097,1,7,1.000182821722703,FA1090,AUNG1251
1717260,2046395,1,1734517,2068617,-1,8,0.9851391798862617,FA1090,AUNG1251
2047523,2155339,1,2068942,2177468,1,9,0.9934577889169416,FA1090,AUNG1251
1,187801,1,1,187946,1,0,0.9992284976987948,FA1090,AUNG1291
187804,462550,1,257018,533201,1,1,0.994796928123744,FA1090,AUNG1291
470152,1065507,1,542137,1204717,1,2,0.8985405535935284,FA1090,AUNG1291
1084909,1148069,1,1611934,1675070,1,3,1.0003801317790166,FA1090,AUNG1291
1149139,1217000,1,189018,257015,-1,4,0.9979999117608129,FA1090,AUNG1291
1220876,1591349,1,1224056,1599956,1,5,0.9855626496408619,FA1090,AUNG1291
1591352,1596437,1,534135,538626,1,6,1.1322645290581161,FA1090,AUNG1291
1602025,1717255,1,1675474,1789953,1,7,1.0065601551376235,FA1090,AUNG1291
1717260,2016157,1,1817586,2122364,-1,8,0.9807039878206433,FA1090,AUNG1291
2016160,2017040,1,1816333,1817175,-1,9,1.0451306413301662,FA1090,AUNG1291
2017847,2018010,1,1817420,1817583,-1,10,1.0,FA1090,AUNG1291
2018032,2047173,1,1790740,1815678,-1,11,1.1685379741759563,FA1090,AUNG1291
2047519,2155339,1,2122685,2231431,1,12,0.9914847442664558,FA1090,AUNG1291
1,187800,1,1,190154,1,0,0.9876204950750186,FA1090,AUSMDU00010541
187803,422968,1,259035,496466,1,1,0.9904561746359996,FA1090,AUSMDU00010541
422992,1070101,1,656436,1311334,-1,2,0.9881065448359897,FA1090,AUSMDU00010541
1070437,1072613,1,1544867,1547043,-1,3,1.0,FA1090,AUSMDU00010541
1084909,1148069,1,1554978,1617796,1,4,1.0054442994046293,FA1090,AUSMDU00010541
1149140,1217000,1,191227,259032,-1,5,1.0008111496202345,FA1090,AUSMDU00010541
1220603,1358299,1,496469,638746,-1,6,0.9678022449166064,FA1090,AUSMDU00010541
1358304,1591355,1,1311361,1544865,1,7,0.9980599904070165,FA1090,AUSMDU00010541
1591367,1594716,1,651806,654672,1,8,1.1685275645498954,FA1090,AUSMDU00010541
1602146,1717233,1,1618322,1733522,1,9,0.9990190972222223,FA1090,AUSMDU00010541
1717238,2044796,1,1733873,2066368,-1,10,0.985151656415886,FA1090,AUSMDU00010541
2047519,2155339,1,2066667,2174817,1,11,0.9969486823855755,FA1090,AUSMDU00010541
1,1057904,1,1,1122379,1,0,0.9425550037509645,FA1090,BJ16148
1083515,1104727,1,1639415,1660626,1,1,1.0000471453491113,FA1090,BJ16148
1107564,1594577,1,1144157,1631559,1,2,0.9992018908416461,FA1090,BJ16148
1602276,2155339,1,1660631,2215157,1,3,0.9973617107223106,FA1090,BJ16148
1,465966,1,1,468413,1,0,0.9947759664568798,FA1090,CCC010
471791,1066514,1,470356,1075108,-1,1,0.9834163425668704,FA1090,CCC010
1084371,1104789,1,1595507,1615956,1,2,0.9984840334490684,FA1090,CCC010
1109719,1595263,1,1098356,1586319,1,3,0.9950426569227585,FA1090,CCC010
1602338,2155339,1,1615961,2168323,1,4,1.0011568500367514,FA1090,CCC010
1,468868,1,1,469751,1,0,0.9981202767429483,FA1090,CCC012
471791,1065188,1,470559,1131556,-1,1,0.8977302468846303,FA1090,CCC012
1084371,1104789,1,1651618,1672039,1,2,0.9998530924048773,FA1090,CCC012
1109719,1595263,1,1154242,1642529,1,3,0.9943824021528322,FA1090,CCC012
1602338,2155339,1,1672044,2224263,1,4,1.0014161048424628,FA1090,CCC012
1,1070537,1,1,1082442,1,0,0.9890017100239181,FA1090,CCC013
1085470,1105156,1,1597778,1617468,1,1,0.9997968511934993,FA1090,CCC013
1107566,1594577,1,1096774,1586953,1,2,0.9935370548309903,FA1090,CCC013
1602704,2155339,1,1617472,2171877,1,3,0.9968073881007566,FA1090,CCC013
1,187648,1,1,188771,1,0,0.9940509614875245,FA1090,CCC014
187651,470335,1,257689,542352,1,1,0.9930479198209813,FA1090,CCC014
470421,1064538,1,542357,1146310,-1,2,0.9837139644972374,FA1090,CCC014
1084351,1148067,1,1551372,1615041,1,3,1.0007381928411,FA1090,CCC014
1149290,1217000,1,189998,257686,-1,4,1.0003250206831344,FA1090,CCC014
1222642,1594854,1,1167525,1542243,1,5,0.9933123041860813,FA1090,CCC014
1602148,1717234,1,1615573,1730643,1,6,1.0001390457982098,FA1090,CCC014
1717243,2044623,1,1732567,2060328,-1,7,0.9988375676178679,FA1090,CCC014
2047523,2155339,1,2060636,2169157,1,8,0.9935035615226546,FA1090,CCC014
1,54486,1,1,55054,1,0,0.9896826694276425,FA1090,CCC015
54491,55508,1,1888335,1889333,-1,1,1.0190380761523046,FA1090,CCC015
55511,187648,1,56081,190154,1,2,0.9855601053157608,FA1090,CCC015
187651,470317,1,259073,543669,1,3,0.9932184570408579,FA1090,CCC015
470452,1064556,1,543674,1147355,-1,4,0.9841356610527746,FA1090,CCC015
1084350,1148068,1,1554444,1618113,1,5,1.0007696053024235,FA1090,CCC015
1149290,1218179,1,190927,259070,-1,6,1.0109475661476601,FA1090,CCC015
1222194,1594855,1,1168124,1544792,1,7,0.9893619845593467,FA1090,CCC015
1602148,1717255,1,1618644,1733734,1,8,1.0001477104874446,FA1090,CCC015
1717260,1889275,1,1890647,2069823,-1,9,0.9600337098718579,FA1090,CCC015
1891635,2045563,1,1735212,1888333,-1,10,1.0052703417558664,FA1090,CCC015
2047523,2155339,1,2070148,2178600,1,11,0.9941356544830893,FA1090,CCC015
1,467971,1,1,468326,1,0,0.9992419793946512,FA1090,CCC016
471791,1066119,1,469588,1131329,-1,1,0.8981278173787025,FA1090,CCC016
1084351,1104789,1,1651923,1672368,1,2,0.9996576179995109,FA1090,CCC016
1109719,1594575,1,1154558,1642236,1,3,0.9942133949040145,FA1090,CCC016
1602338,2155339,1,1672373,2224579,1,4,1.0014396801193757,FA1090,CCC016
1,187648,1,1,188710,1,0,0.9943722874902627,FA1090,CCC017
187651,469373,1,257629,541303,1,1,0.9931188617920571,FA1090,CCC017
471791,1065406,1,541391,1144374,-1,2,0.9844639069426502,FA1090,CCC017
1084371,1148068,1,1553053,1616703,1,3,1.000738413197172,FA1090,CCC017
1149290,1217000,1,189937,257626,-1,4,1.0003102424323007,FA1090,CCC017
1220876,1594855,1,1165424,1543381,1,5,0.9894749931870557,FA1090,CCC017
1602162,1717255,1,1617248,1732325,1,6,1.0001390373402157,FA1090,CCC017
1717260,2044758,1,1734094,2068519,-1,7,0.9792868356133663,FA1090,CCC017
2047523,2155339,1,2068844,2177376,1,8,0.9934028673570928,FA1090,CCC017
1,1063239,1,1,1129345,1,0,0.9414651337413578,FA1090,CCC020
1083560,1104547,1,1642935,1663929,1,1,0.9996665714013527,FA1090,CCC020
1109885,1594576,1,1151923,1633556,1,2,1.0063492327145358,FA1090,CCC020
1602095,2155339,1,1663933,2221196,1,3,0.9927879654669339,FA1090,CCC020
1,187690,1,1,189852,1,0,0.9886121221378871,FA1090,CCC028
187693,1065514,1,258937,1145171,1,1,0.990507021847503,FA1090,CCC028
1085361,1148069,1,1554146,1616862,1,2,0.9998724408444416,FA1090,CCC028
1149250,1217000,1,191035,258934,-1,3,0.9978055641467474,FA1090,CCC028
1221073,1596483,1,1164740,1545422,1,4,0.9861511707934707,FA1090,CCC028
1602064,1716934,1,1617307,1732050,1,5,1.0011068213311487,FA1090,CCC028
1716940,2037938,1,1737595,2064432,-1,6,0.9821348256164387,FA1090,CCC028
2047531,2155339,1,2064445,2172695,1,7,0.9959168591224018,FA1090,CCC028
1,1072754,1,1,1083082,1,0,0.990464240440004,FA1090,CCC033
1085470,1105156,1,1596456,1616146,1,1,0.9997968511934993,FA1090,CCC033
1107566,1595403,1,1095197,1586331,1,2,0.9932869644536929,FA1090,CCC033
1602704,2155339,1,1616150,2167782,1,3,1.0018182411462715,FA1090,CCC033
1,187646,1,1,189899,1,0,0.9881357360267091,FA1090,CCC048
187653,423139,1,258768,496541,1,1,0.9903815824336657,FA1090,CCC048
423140,1070102,1,656502,1311683,-1,2,0.9874553749269286,FA1090,CCC048
1070437,1072613,1,1545163,1547339,-1,3,1.0,FA1090,CCC048
1085437,1147864,1,1555984,1618357,1,4,1.0008657592227406,FA1090,CCC048
1149290,1217000,1,191127,258765,-1,5,1.0010644903752328,FA1090,CCC048
1221073,1358130,1,496542,638184,-1,6,0.9676296578698409,FA1090,CCC048
1358131,1591355,1,1311684,1545161,1,7,0.9989163814851142,FA1090,CCC048
1591367,1594576,1,651873,654622,1,8,1.1673335758457621,FA1090,CCC048
1601417,1717300,1,1618361,1734270,1,9,0.9997756860985774,FA1090,CCC048
1717305,2043427,1,1737058,2067916,-1,10,0.9856857020232245,FA1090,CCC048
2047521,2155339,1,2068283,2176826,1,11,0.9933206194779949,FA1090,CCC048
1,1065514,1,1,1076634,1,0,0.9896715036600215,FA1090,CT213
1084979,1104763,1,1595119,1614933,1,1,0.9984859190471383,FA1090,CT213
1109880,1599812,1,1097325,1589682,1,2,0.9950747120483714,FA1090,CT213
1602312,2155339,1,1614938,2168255,1,3,0.9994758881436862,FA1090,CT213
1,52319,1,1,53514,1,0,0.9776689776316035,FA1090,CT530
52324,55410,1,1902270,1905365,1,1,0.997092084006462,FA1090,CT530
55446,1069978,1,56604,1081061,1,2,0.99031194086233,FA1090,CT530
1085470,1106068,1,1595964,1616583,1,3,0.9989815218972792,FA1090,CT530
1109888,1595311,1,1098326,1585829,1,4,0.995733359589582,FA1090,CT530
1604450,1888427,1,1617419,1900928,1,5,1.0016507412463096,FA1090,CT530
1891549,2155339,1,1905375,2169323,1,6,0.9994013972449118,FA1090,CT530
1,1065514,1,1,1074726,1,0,0.9914285049663868,FA1090,CT532
1085316,1105388,1,1591097,1611200,1,1,0.9984579416007561,FA1090,CT532
1109885,1594716,1,1095444,1579827,1,2,1.0009248879502377,FA1090,CT532
1602937,2155339,1,1611205,2165075,1,3,0.9973495585606731,FA1090,CT532
1,1070529,1,1,1081804,1,0,0.9895775848282913,FA1090,CT602
1084351,1105157,1,1594287,1615126,1,1,0.9984164307308412,FA1090,CT602
1109715,1595262,1,1098316,1585217,1,2,0.9972191472188392,FA1090,CT602
1602705,2155339,1,1615130,2162702,1,3,1.009244446392438,FA1090,CT602
1,187648,1,1,188802,1,0,0.9938877442386428,FA1090,DDD001
187651,468635,1,257727,540137,1,1,0.9949506037321625,FA1090,DDD001
471791,1065429,1,540936,1144192,-1,2,0.9840565199517286,FA1090,DDD001
1084720,1148069,1,1555684,1618989,1,3,1.000695047784535,FA1090,DDD001
1149290,1217000,1,190029,257724,-1,4,1.0002215820961666,FA1090,DDD001
1222642,1595404,1,1167008,1546382,1,5,0.9825712884910405,FA1090,DDD001
1602368,1717234,1,1619740,1734585,1,6,1.000182855152597,FA1090,DDD001
1717241,2015152,1,1765434,2069979,-1,7,0.9782166839054983,FA1090,DDD001
2015191,2046178,1,1735859,1764451,-1,8,1.083764689423615,FA1090,DDD001
2046564,2046725,1,1764984,1765150,1,9,0.9698795180722891,FA1090,DDD001
2047519,2155339,1,2070281,2178815,1,10,0.9934214163303665,FA1090,DDD001
1,75190,1,1,77484,1,0,0.9703935056722119,FA1090,DDD029
75342,187846,1,1341953,1453359,-1,1,1.0098558425937563,FA1090,DDD029
187848,460030,1,998838,1272888,-1,2,0.9931837255975187,FA1090,DDD029
472180,1074974,1,388970,998569,1,3,0.9888369239450853,FA1090,DDD029
1076924,1080706,1,368689,372471,-1,4,1.0,FA1090,DDD029
1084985,1148069,1,1571956,1635063,1,5,0.9996355396390257,FA1090,DDD029
1149097,1216997,1,1272892,1340923,1,6,0.9980744072555159,FA1090,DDD029
1222650,1482428,1,100381,362371,-1,7,0.9915569296538036,FA1090,DDD029
1483114,1589143,1,1453384,1557117,1,8,1.0221337472164114,FA1090,DDD029
1602662,1717307,1,1636121,1750753,1,9,1.0001134063786725,FA1090,DDD029
1717312,2015756,1,1755052,2092971,-1,10,0.8831820643408628,FA1090,DDD029
2016855,2038712,1,79057,100376,1,11,1.0252357052394578,FA1090,DDD029
2040385,2044412,1,1752297,1755034,-1,12,1.4713189623675558,FA1090,DDD029
2047523,2155339,1,2093347,2201780,1,13,0.9943098503223189,FA1090,DDD029
1,468789,1,1,470225,1,0,0.9969461363095036,FA1090,DDD031
471791,1066105,1,470402,1074772,-1,1,0.9833611860284263,FA1090,DDD031
1084278,1105155,1,1594535,1615424,1,2,0.9994255349705586,FA1090,DDD031
1109885,1594577,1,1097659,1584926,1,3,0.9947154229611281,FA1090,DDD031
1602703,2155339,1,1615428,2166042,1,4,1.0036722640543103,FA1090,DDD031
1,75501,1,1,77801,1,0,0.9704370179948586,FA1090,DDD034
75593,187846,1,1342015,1453171,-1,1,1.0098690129187808,FA1090,DDD034
187848,1080706,1,368758,1272951,-1,2,0.9874639595750022,FA1090,DDD034
1084985,1148069,1,1572021,1635130,1,3,0.9996038599882743,FA1090,DDD034
1149097,1216997,1,1272955,1340985,1,4,0.9980890783477877,FA1090,DDD034
1222602,1482965,1,99994,362487,-1,5,0.9918854978989916,FA1090,DDD034
1482968,1589158,1,1453322,1557194,1,6,1.0223159272951325,FA1090,DDD034
1602662,1717289,1,1636188,1750802,1,7,1.000113424189017,FA1090,DDD034
1717293,2014853,1,1756742,2094086,-1,8,0.8820669702143805,FA1090,DDD034
2016857,2038516,1,79074,99991,1,9,1.0354735382703064,FA1090,DDD034
2039397,2043774,1,1752110,1755411,-1,10,1.3259618297485611,FA1090,DDD034
